//////////////////////////////////////////////////////////////////////////////////////									
// 									
//	[ Start  ] 	2015-02-12							
//	[ Latest ]	2015-02-12 06:09 PM							
//	[ Author ]	사재일							
//	[ Version ]	0.0.0.1							
//	[ Text ]	저장 시 반드시 MonsterItemDropRate.dat 로 저장							
//	[ Desc ]	점핑서버적용							
//////////////////////////////////////////////////////////////////////////////////////									
//상수값지점칼럼									
//확률지정 컬럼									
//	7.00 	4.80 	6.00 	7.00 	4.80 	1.20 			
									
//몬스터레벨	법서	축복의보석	영혼의보석	혼돈의보석	생명의보석	창조의보석	그외 아이템	//	총합
143	0	0.00488832	0.0065496	0	0.0053496	0.001275	0.98193748	//	1
144	0	0	0	0	0	0	1	//	1
145	0	0.00478944	0.0060498	0	0.00496512	0.00120528	0.98299036	//	1
146	0	0	0	0	0	0	1	//	1
147	0	0.00370464	0.0046722	0	0.00379488	0.00095352	0.98687476	//	1
148	0	0.00538656	0.006504	0	0.00540576	0.001323	0.98138068	//	1
149	0	0.01698144	0.021003	0	0.01717968	0.00422136	0.94061452	//	1
150	0	0	0	0	0	0	1	//	1
151	0	0	0	0	0	0	1	//	1
152	0	0	0	0	0	0	1	//	1
153	0	0	0	0	0	0	1	//	1
154	0	0	0	0	0	0	1	//	1
155	0	0	0	0	0	0	1	//	1
156	0	0	0	0	0	0	1	//	1
157	0	0	0	0	0	0	1	//	1
158	0	0	0	0	0	0	1	//	1
159	0	0	0	0	0	0	1	//	1
160	0	0	0	0	0	0	1	//	1
161	0	0	0	0	0	0	1	//	1
162	0	0	0	0	0	0	1	//	1
163	0	0	0	0	0	0	1	//	1
164	0	0	0	0	0	0	1	//	1
165	0	0	0	0	0	0	1	//	1
166	0	0	0	0	0	0	1	//	1
167	0	0	0	0	0	0	1	//	1
168	0	0	0	0	0	0	1	//	1
169	0	0	0	0	0	0	1	//	1
170	0	0	0	0	0	0	1	//	1
171	0	0	0	0	0	0	1	//	1
172	0	0	0	0	0	0	1	//	1
173	0	0	0	0	0	0	1	//	1
174	0	0	0	0	0	0	1	//	1
175	0	0	0	0	0	0	1	//	1
end									
									
