//////////////////////////////////////////////////////////////////////////////////////										
// EventItemBag 52_카론										
//	[ Start  ] 	2008.06.10								
//	[ Latest ]	2013-12-26 10:20 AM								
//	[ Author ]	김승태								
//	[ Version ]	0.0.0.3								
//	[ Text ]	세루판 드롭 아이템								
//	[ Desc ]	전체 서버 적용(2013-12-26)								
//////////////////////////////////////////////////////////////////////////////////////										
// 젠 드롭 확률은 아이템 드롭확률을 제외한 나머지 확률임										
//드롭가능맵 설정										
0										
//	MapIndex	Drop Flag	Min Monster Level	Max MonsterLevel						
	5	22	0	0	1	0	1	1	//닐의서	
	7	17	0	0	0	0	1	1	//다크피닉스투구	
	8	17	0	0	0	0	1	1	//다크피닉스갑옷	
	9	17	0	0	0	0	1	1	//다크피닉스바지	
	10	17	0	0	0	0	1	1	//다크피닉스장갑	
	11	17	0	0	0	0	1	1	//다크피닉스부츠	
	7	18	0	0	0	0	1	1	//그랜드소울헬멧	
	8	18	0	0	0	0	1	1	//그랜드소울갑옷	
	9	18	0	0	0	0	1	1	//그랜드소울바지	
	10	18	0	0	0	0	1	1	//그랜드소울장갑	
	11	18	0	0	0	0	1	1	//그랜드소울부츠	
	7	19	0	0	0	0	1	1	//홀리스프릿헬멧	
	8	19	0	0	0	0	1	1	//홀리스프릿갑옷	
	9	19	0	0	0	0	1	1	//홀리스프릿바지	
	10	19	0	0	0	0	1	1	//홀리스프릿장갑	
	11	19	0	0	0	0	1	1	//홀리스프릿부츠	
	8	20	0	0	0	0	1	1	//선더호크갑옷	
	9	20	0	0	0	0	1	1	//선더호크바지	
	10	20	0	0	0	0	1	1	//선더호크장갑	
	11	20	0	0	0	0	1	1	//선더호크부츠	
	7	27	0	0	0	0	1	1	//다크브리즌마스크	
	8	27	0	0	0	0	1	1	//다크브리즌갑옷	
	9	27	0	0	0	0	1	1	//다크브리즌바지	
	10	27	0	0	0	0	1	1	//다크브리즌장갑	
	11	27	0	0	0	0	1	1	//다크브리즌부츠	
	6	13	0	0	1	0	1	1	//드라곤방패	
	6	14	0	0	1	0	1	1	//전설의방패	
	6	16	0	0	1	0	1	1	//엘리멘탈방패	
end										
//획득확률 : 3500/10000										
3500										
//소켓 아이템류										
	0	37	3	5	1	1	1	0	//블래스트브레이크	
	2	20	3	5	1	1	1	0	//호른오브스틸	
	3	12	3	5	1	1	1	0	//마그마스피어	
	4	26	3	5	1	1	1	0	//데빌크로스석궁	
	5	37	3	5	0	1	1	0	//스파이트스태프	
	6	26	3	5	0	1	1	0	//엠비션실드	
	0	26	3	5	1	1	1	0	//플랑베루주	
	0	27	3	5	1	1	1	0	//소드브레이커	
	0	28	3	5	1	1	1	0	//룬바스타드	
	2	16	3	5	1	1	1	0	//프로스트메이스	
	2	17	3	5	1	1	1	0	//앱솔루트셉터	
	4	23	3	5	1	1	1	0	//다크스팅거	
	5	30	3	5	0	1	1	0	//데들리스태프	
	5	31	3	5	0	1	1	0	//인베리알스태프	
	6	17	3	5	1	1	1	0	//크림슨글로리	
	6	18	3	5	1	1	1	0	//샐러맨더실드	
	6	19	3	5	1	1	1	0	//프로스트배리어	
	6	20	3	5	1	1	1	0	//가디안방패	
	7	45	3	5	0	1	1	0	//티탄투구	
	7	46	3	5	0	1	1	0	//브레이브헬멧	
	7	49	3	5	0	1	1	0	//세라핌헬멧	
	7	50	3	5	0	1	1	0	//디바인헬멧	
	7	51	3	5	0	1	1	0	//패왕마스크	
	7	52	3	5	0	1	1	0	//하데스헬멧	
	8	45	3	5	0	1	1	0	//티탄갑옷	
	8	46	3	5	0	1	1	0	//브레이브갑옷	
	8	47	3	5	0	1	1	0	//팬텀갑옷	
	8	48	3	5	0	1	1	0	//디스트로이갑옷	
	8	49	3	5	0	1	1	0	//세라핌갑옷	
	8	50	3	5	0	1	1	0	//디바인갑옷	
	8	51	3	5	0	1	1	0	//패왕갑옷	
	8	52	3	5	0	1	1	0	//하데스갑옷	
	9	45	3	5	0	1	1	0	//티탄바지	
	9	46	3	5	0	1	1	0	//브레이브바지	
	9	47	3	5	0	1	1	0	//팬텀바지	
	9	48	3	5	0	1	1	0	//디스트로이바지	
	9	49	3	5	0	1	1	0	//세라핌바지	
	9	50	3	5	0	1	1	0	//디바인바지	
	9	51	3	5	0	1	1	0	//패왕바지	
	9	52	3	5	0	1	1	0	//하데스바지	
	10	45	3	5	0	1	1	0	//티탄장갑	
	10	46	3	5	0	1	1	0	//브레이브장갑	
	10	47	3	5	0	1	1	0	//팬텀장갑	
	10	48	3	5	0	1	1	0	//디스트로이장갑	
	10	49	3	5	0	1	1	0	//세라핌장갑	
	10	50	3	5	0	1	1	0	//디바인장갑	
	10	51	3	5	0	1	1	0	//패왕장갑	
	10	52	3	5	0	1	1	0	//하데스장갑	
	11	45	3	5	0	1	1	0	//티탄부츠	
	11	46	3	5	0	1	1	0	//브레이브부츠	
	11	47	3	5	0	1	1	0	//팬텀부츠	
	11	48	3	5	0	1	1	0	//디스트로이부츠	
	11	49	3	5	0	1	1	0	//세라핌부츠	
	11	50	3	5	0	1	1	0	//디바인부츠	
	11	51	3	5	0	1	1	0	//패왕부츠	
	11	52	3	5	0	1	1	0	//하데스부츠	
	0	52	3	5	1	1	1	0	//판테라클로	
	3	22	3	5	1	1	1	0	//렉투스랜스	
	6	40	3	5	0	1	1	0	//그레이스실드	
	7	146	3	5	0	1	1	0	//티그리스헬멧	
	7	148	3	5	0	1	1	0	//그레이스헬멧	
	8	146	3	5	0	1	1	0	//티그리스갑옷	
	8	148	3	5	0	1	1	0	//그레이스갑옷	
	9	146	3	5	0	1	1	0	//티그리스바지	
	9	148	3	5	0	1	1	0	//그레이스바지	
	10	148	3	5	0	1	1	0	//그레이스장갑	
	11	146	3	5	0	1	1	0	//티그리스부츠	
	11	148	3	5	0	1	1	0	//그레이스부츠	
	4	33	3	5	0	1	1	0	//데빌우드화살통	
end										
end										
										
