   3   364   39  0  188  112   -1  	// 마야

   4   363   39  3  196  80   -1  	// 마야 오른손
   4   364   39  0  188  112   -1  	// 마야

   5   362   39  3  196  80   -1  	// 마야 왼손
   5   363   39  3  196  80   -1  	// 마야 오른손
   5   364   39  0  188  112   -1  	// 마야
end

//
//	나이트메어전 몬스터와의 전투 - 리젠되는 몬스터
// Group type 	mapnumber 	distance 	x 	y 	dir 		
///////////////////////////////////////////////////////////////////////////////////////////////
0
   6   360   39 3  80   100 -1   	// 드레드피어  
end






