//////////////////////////////////////////////////////////////////////////////////////												
// [블러드캐슬 3]	EachMonsterBag13											
// [ Start  ] 	2015-03-20											
// [ Latest ]	2015-03-20 17:26											
// [ Author ]	박혜진											
// [ Version ]	0.0.0.1											
// [ Text ]												
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트											
//////////////////////////////////////////////////////////////////////////////////////												
//참여 횟수	1											
//몬스터 명	오크전사3		오크궁수3	흑해골전사3	자이언트오거3	붉은해골기사3	마법해골3					
//사냥 수	100		100	50	50	10	10					
//참여 횟수*사냥 수	몬스터 속성	100	100	50	50	10	10					
//몬스터 인덱스		아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)
//오크전사3												
96	-1	11	1	0	0	0	0	2	0	1	0	96
96	-1	7	41	0	0	0	0	2	0	1	0	96
96	-1	10	41	0	0	0	0	2	0	1	0	96
96	-1	8	41	0	0	0	0	2	0	1	0	96
96	-1	9	41	0	0	0	0	2	0	1	0	96
96	-1	11	41	0	0	0	0	2	0	1	0	96
96	-1	7	3	0	0	0	0	2	0	1	0	96
96	-1	8	3	0	0	0	0	2	0	1	0	96
96	-1	10	3	0	0	0	0	2	0	1	0	96
96	-1	9	3	0	0	0	0	2	0	1	0	96
96	-1	11	3	0	0	0	0	2	0	1	0	96
96	-1	7	14	0	0	0	0	2	0	1	0	96
96	-1	8	14	0	0	0	0	2	0	1	0	96
96	-1	10	14	0	0	0	0	2	0	1	0	96
96	-1	9	14	0	0	0	0	2	0	1	0	96
96	-1	11	14	0	0	0	0	2	0	1	0	96
96	-1	7	92	0	0	0	0	2	0	1	0	96
96	-1	8	92	0	0	0	0	2	0	1	0	96
96	-1	10	92	0	0	0	0	2	0	1	0	96
96	-1	9	92	0	0	0	0	2	0	1	0	96
96	-1	11	92	0	0	0	0	2	0	1	0	96
96	-1	7	59	0	0	0	0	2	0	1	0	96
96	-1	8	59	0	0	0	0	2	0	1	0	96
96	-1	9	59	0	0	0	0	2	0	1	0	96
96	-1	11	59	0	0	0	0	2	0	1	0	96
//오크궁수3												
97	-1	1	6	0	0	0	0	2	0	1	0	96
97	-1	1	7	0	0	0	0	2	0	1	0	96
97	-1	2	3	0	0	0	0	2	0	1	0	96
97	-1	4	4	0	0	0	0	2	0	1	0	96
97	-1	4	12	0	0	0	0	2	0	1	0	96
97	-1	4	5	0	0	0	0	2	0	1	0	96
97	-1	0	11	0	0	0	0	2	0	1	0	96
97	-1	0	13	0	0	0	0	2	0	1	0	96
97	-1	0	32	0	0	0	0	2	0	1	0	96
97	-1	3	7	0	0	0	0	2	0	1	0	96
97	-1	3	0	0	0	0	0	2	0	1	0	96
97	-1	3	4	0	0	0	0	2	0	1	0	96
97	-1	3	14	0	0	0	0	2	0	1	0	96
97	-1	5	5	0	0	0	0	2	0	1	0	96
97	-1	5	21	0	0	0	0	2	0	1	0	96
97	-1	5	17	0	0	0	0	2	0	1	0	96
97	-1	2	9	0	0	0	0	2	0	1	0	96
97	-1	6	5	0	0	0	0	2	0	1	0	96
97	-1	6	31	0	0	0	0	2	0	1	0	96
97	-1	6	11	0	0	0	0	2	0	1	0	96
97	-1	6	14	0	0	0	0	2	0	1	0	96
97	-1	6	12	0	0	0	0	2	0	1	0	96
97	-1	6	13	0	0	0	0	2	0	1	0	96
97	-1	7	1	0	0	0	0	2	0	1	0	96
97	-1	8	1	0	0	0	0	2	0	1	0	96
97	-1	10	1	0	0	0	0	2	0	1	0	96
97	-1	9	1	0	0	0	0	2	0	1	0	96
97	-1	11	1	0	0	0	0	2	0	1	0	96
97	-1	7	41	0	0	0	0	2	0	1	0	96
97	-1	10	41	0	0	0	0	2	0	1	0	96
97	-1	8	41	0	0	0	0	2	0	1	0	96
97	-1	9	41	0	0	0	0	2	0	1	0	96
97	-1	11	41	0	0	0	0	2	0	1	0	96
97	-1	7	3	0	0	0	0	2	0	1	0	96
97	-1	8	3	0	0	0	0	2	0	1	0	96
97	-1	10	3	0	0	0	0	2	0	1	0	96
97	-1	9	3	0	0	0	0	2	0	1	0	96
97	-1	11	3	0	0	0	0	2	0	1	0	96
97	-1	7	14	0	0	0	0	2	0	1	0	96
97	-1	8	14	0	0	0	0	2	0	1	0	96
97	-1	10	14	0	0	0	0	2	0	1	0	96
97	-1	9	14	0	0	0	0	2	0	1	0	96
97	-1	11	14	0	0	0	0	2	0	1	0	96
97	-1	7	92	0	0	0	0	2	0	1	0	96
97	-1	8	92	0	0	0	0	2	0	1	0	96
97	-1	10	92	0	0	0	0	2	0	1	0	96
97	-1	9	92	0	0	0	0	2	0	1	0	96
97	-1	11	92	0	0	0	0	2	0	1	0	96
97	-1	7	59	0	0	0	0	2	0	1	0	96
97	-1	8	59	0	0	0	0	2	0	1	0	96
97	-1	9	59	0	0	0	0	2	0	1	0	96
97	-1	11	59	0	0	0	0	2	0	1	0	96
//흑해골전사3												
98	-1	1	6	0	0	0	0	2	0	1	0	192
98	-1	1	7	0	0	0	0	2	0	1	0	192
98	-1	2	3	0	0	0	0	2	0	1	0	192
98	-1	4	4	0	0	0	0	2	0	1	0	192
98	-1	4	12	0	0	0	0	2	0	1	0	192
98	-1	4	5	0	0	0	0	2	0	1	0	192
98	-1	0	11	0	0	0	0	2	0	1	0	192
98	-1	0	13	0	0	0	0	2	0	1	0	192
98	-1	0	32	0	0	0	0	2	0	1	0	192
98	-1	3	7	0	0	0	0	2	0	1	0	192
98	-1	3	0	0	0	0	0	2	0	1	0	192
98	-1	3	4	0	0	0	0	2	0	1	0	192
98	-1	3	14	0	0	0	0	2	0	1	0	192
98	-1	5	5	0	0	0	0	2	0	1	0	192
98	-1	5	21	0	0	0	0	2	0	1	0	192
98	-1	5	17	0	0	0	0	2	0	1	0	192
98	-1	2	9	0	0	0	0	2	0	1	0	192
98	-1	6	5	0	0	0	0	2	0	1	0	192
98	-1	6	31	0	0	0	0	2	0	1	0	192
98	-1	6	11	0	0	0	0	2	0	1	0	192
98	-1	6	14	0	0	0	0	2	0	1	0	192
98	-1	6	12	0	0	0	0	2	0	1	0	192
98	-1	6	13	0	0	0	0	2	0	1	0	192
98	-1	7	1	0	0	0	0	2	0	1	0	192
98	-1	8	1	0	0	0	0	2	0	1	0	192
98	-1	10	1	0	0	0	0	2	0	1	0	192
98	-1	9	1	0	0	0	0	2	0	1	0	192
98	-1	11	1	0	0	0	0	2	0	1	0	192
98	-1	7	41	0	0	0	0	2	0	1	0	192
98	-1	10	41	0	0	0	0	2	0	1	0	192
98	-1	8	41	0	0	0	0	2	0	1	0	192
98	-1	9	41	0	0	0	0	2	0	1	0	192
98	-1	11	41	0	0	0	0	2	0	1	0	192
98	-1	7	3	0	0	0	0	2	0	1	0	192
98	-1	8	3	0	0	0	0	2	0	1	0	192
98	-1	10	3	0	0	0	0	2	0	1	0	192
98	-1	9	3	0	0	0	0	2	0	1	0	192
98	-1	11	3	0	0	0	0	2	0	1	0	192
98	-1	7	14	0	0	0	0	2	0	1	0	192
98	-1	8	14	0	0	0	0	2	0	1	0	192
98	-1	10	14	0	0	0	0	2	0	1	0	192
98	-1	9	14	0	0	0	0	2	0	1	0	192
98	-1	11	14	0	0	0	0	2	0	1	0	192
98	-1	7	92	0	0	0	0	2	0	1	0	192
98	-1	8	92	0	0	0	0	2	0	1	0	192
98	-1	10	92	0	0	0	0	2	0	1	0	192
98	-1	9	92	0	0	0	0	2	0	1	0	192
98	-1	11	92	0	0	0	0	2	0	1	0	192
98	-1	7	59	0	0	0	0	2	0	1	0	192
98	-1	8	59	0	0	0	0	2	0	1	0	192
98	-1	9	59	0	0	0	0	2	0	1	0	192
98	-1	11	59	0	0	0	0	2	0	1	0	192
//자이언트오거3												
99	-1	1	6	0	0	0	0	2	0	1	0	192
99	-1	1	7	0	0	0	0	2	0	1	0	192
99	-1	2	3	0	0	0	0	2	0	1	0	192
99	-1	4	4	0	0	0	0	2	0	1	0	192
99	-1	4	12	0	0	0	0	2	0	1	0	192
99	-1	4	5	0	0	0	0	2	0	1	0	192
99	-1	0	11	0	0	0	0	2	0	1	0	192
99	-1	0	13	0	0	0	0	2	0	1	0	192
99	-1	0	32	0	0	0	0	2	0	1	0	192
99	-1	3	7	0	0	0	0	2	0	1	0	192
99	-1	3	0	0	0	0	0	2	0	1	0	192
99	-1	3	4	0	0	0	0	2	0	1	0	192
99	-1	3	14	0	0	0	0	2	0	1	0	192
99	-1	5	5	0	0	0	0	2	0	1	0	192
99	-1	5	21	0	0	0	0	2	0	1	0	192
99	-1	5	17	0	0	0	0	2	0	1	0	192
99	-1	2	9	0	0	0	0	2	0	1	0	192
99	-1	6	5	0	0	0	0	2	0	1	0	192
99	-1	6	31	0	0	0	0	2	0	1	0	192
99	-1	6	11	0	0	0	0	2	0	1	0	192
99	-1	6	14	0	0	0	0	2	0	1	0	192
99	-1	6	12	0	0	0	0	2	0	1	0	192
99	-1	6	13	0	0	0	0	2	0	1	0	192
99	-1	7	1	0	0	0	0	2	0	1	0	192
99	-1	8	1	0	0	0	0	2	0	1	0	192
99	-1	10	1	0	0	0	0	2	0	1	0	192
99	-1	9	1	0	0	0	0	2	0	1	0	192
99	-1	11	1	0	0	0	0	2	0	1	0	192
99	-1	7	41	0	0	0	0	2	0	1	0	192
99	-1	10	41	0	0	0	0	2	0	1	0	192
99	-1	8	41	0	0	0	0	2	0	1	0	192
99	-1	9	41	0	0	0	0	2	0	1	0	192
99	-1	11	41	0	0	0	0	2	0	1	0	192
99	-1	7	3	0	0	0	0	2	0	1	0	192
99	-1	8	3	0	0	0	0	2	0	1	0	192
99	-1	10	3	0	0	0	0	2	0	1	0	192
99	-1	9	3	0	0	0	0	2	0	1	0	192
99	-1	11	3	0	0	0	0	2	0	1	0	192
99	-1	7	14	0	0	0	0	2	0	1	0	192
99	-1	8	14	0	0	0	0	2	0	1	0	192
99	-1	10	14	0	0	0	0	2	0	1	0	192
99	-1	9	14	0	0	0	0	2	0	1	0	192
99	-1	11	14	0	0	0	0	2	0	1	0	192
99	-1	7	92	0	0	0	0	2	0	1	0	192
99	-1	8	92	0	0	0	0	2	0	1	0	192
99	-1	10	92	0	0	0	0	2	0	1	0	192
99	-1	9	92	0	0	0	0	2	0	1	0	192
99	-1	11	92	0	0	0	0	2	0	1	0	192
99	-1	7	59	0	0	0	0	2	0	1	0	192
99	-1	8	59	0	0	0	0	2	0	1	0	192
99	-1	9	59	0	0	0	0	2	0	1	0	192
99	-1	11	59	0	0	0	0	2	0	1	0	192
//붉은해골기사3												
111	-1	1	6	0	0	0	0	2	0	1	0	240
111	-1	1	7	0	0	0	0	2	0	1	0	240
111	-1	2	3	0	0	0	0	2	0	1	0	240
111	-1	4	4	0	0	0	0	2	0	1	0	240
111	-1	4	12	0	0	0	0	2	0	1	0	240
111	-1	4	5	0	0	0	0	2	0	1	0	240
111	-1	0	11	0	0	0	0	2	0	1	0	240
111	-1	0	13	0	0	0	0	2	0	1	0	240
111	-1	0	32	0	0	0	0	2	0	1	0	240
111	-1	3	7	0	0	0	0	2	0	1	0	240
111	-1	3	0	0	0	0	0	2	0	1	0	240
111	-1	3	4	0	0	0	0	2	0	1	0	240
111	-1	3	14	0	0	0	0	2	0	1	0	240
111	-1	5	5	0	0	0	0	2	0	1	0	240
111	-1	5	21	0	0	0	0	2	0	1	0	240
111	-1	5	17	0	0	0	0	2	0	1	0	240
111	-1	2	9	0	0	0	0	2	0	1	0	240
111	-1	6	5	0	0	0	0	2	0	1	0	240
111	-1	6	31	0	0	0	0	2	0	1	0	240
111	-1	6	11	0	0	0	0	2	0	1	0	240
111	-1	6	14	0	0	0	0	2	0	1	0	240
111	-1	6	12	0	0	0	0	2	0	1	0	240
111	-1	6	13	0	0	0	0	2	0	1	0	240
111	-1	7	1	0	0	0	0	2	0	1	0	240
111	-1	8	1	0	0	0	0	2	0	1	0	240
111	-1	10	1	0	0	0	0	2	0	1	0	240
111	-1	9	1	0	0	0	0	2	0	1	0	240
111	-1	11	1	0	0	0	0	2	0	1	0	240
111	-1	7	41	0	0	0	0	2	0	1	0	240
111	-1	10	41	0	0	0	0	2	0	1	0	240
111	-1	8	41	0	0	0	0	2	0	1	0	240
111	-1	9	41	0	0	0	0	2	0	1	0	240
111	-1	11	41	0	0	0	0	2	0	1	0	240
111	-1	7	3	0	0	0	0	2	0	1	0	240
111	-1	8	3	0	0	0	0	2	0	1	0	240
111	-1	10	3	0	0	0	0	2	0	1	0	240
111	-1	9	3	0	0	0	0	2	0	1	0	240
111	-1	11	3	0	0	0	0	2	0	1	0	240
111	-1	7	14	0	0	0	0	2	0	1	0	240
111	-1	8	14	0	0	0	0	2	0	1	0	240
111	-1	10	14	0	0	0	0	2	0	1	0	240
111	-1	9	14	0	0	0	0	2	0	1	0	240
111	-1	11	14	0	0	0	0	2	0	1	0	240
111	-1	7	92	0	0	0	0	2	0	1	0	240
111	-1	8	92	0	0	0	0	2	0	1	0	240
111	-1	10	92	0	0	0	0	2	0	1	0	240
111	-1	9	92	0	0	0	0	2	0	1	0	240
111	-1	11	92	0	0	0	0	2	0	1	0	240
111	-1	7	59	0	0	0	0	2	0	1	0	240
111	-1	8	59	0	0	0	0	2	0	1	0	240
111	-1	9	59	0	0	0	0	2	0	1	0	240
111	-1	11	59	0	0	0	0	2	0	1	0	240
//마법해골3												
112	-1	1	6	0	0	0	0	2	0	1	0	240
112	-1	1	7	0	0	0	0	2	0	1	0	240
112	-1	2	3	0	0	0	0	2	0	1	0	240
112	-1	4	4	0	0	0	0	2	0	1	0	240
112	-1	4	12	0	0	0	0	2	0	1	0	240
112	-1	4	5	0	0	0	0	2	0	1	0	240
112	-1	0	11	0	0	0	0	2	0	1	0	240
112	-1	0	13	0	0	0	0	2	0	1	0	240
112	-1	0	32	0	0	0	0	2	0	1	0	240
112	-1	3	7	0	0	0	0	2	0	1	0	240
112	-1	3	0	0	0	0	0	2	0	1	0	240
112	-1	3	4	0	0	0	0	2	0	1	0	240
112	-1	3	14	0	0	0	0	2	0	1	0	240
112	-1	5	5	0	0	0	0	2	0	1	0	240
112	-1	5	21	0	0	0	0	2	0	1	0	240
112	-1	5	17	0	0	0	0	2	0	1	0	240
112	-1	2	9	0	0	0	0	2	0	1	0	240
112	-1	6	5	0	0	0	0	2	0	1	0	240
112	-1	6	31	0	0	0	0	2	0	1	0	240
112	-1	6	11	0	0	0	0	2	0	1	0	240
112	-1	6	14	0	0	0	0	2	0	1	0	240
112	-1	6	12	0	0	0	0	2	0	1	0	240
112	-1	6	13	0	0	0	0	2	0	1	0	240
112	-1	7	1	0	0	0	0	2	0	1	0	240
112	-1	8	1	0	0	0	0	2	0	1	0	240
112	-1	10	1	0	0	0	0	2	0	1	0	240
112	-1	9	1	0	0	0	0	2	0	1	0	240
112	-1	11	1	0	0	0	0	2	0	1	0	240
112	-1	7	41	0	0	0	0	2	0	1	0	240
112	-1	10	41	0	0	0	0	2	0	1	0	240
112	-1	8	41	0	0	0	0	2	0	1	0	240
112	-1	9	41	0	0	0	0	2	0	1	0	240
112	-1	11	41	0	0	0	0	2	0	1	0	240
112	-1	7	3	0	0	0	0	2	0	1	0	240
112	-1	8	3	0	0	0	0	2	0	1	0	240
112	-1	10	3	0	0	0	0	2	0	1	0	240
112	-1	9	3	0	0	0	0	2	0	1	0	240
112	-1	11	3	0	0	0	0	2	0	1	0	240
112	-1	7	14	0	0	0	0	2	0	1	0	240
112	-1	8	14	0	0	0	0	2	0	1	0	240
112	-1	10	14	0	0	0	0	2	0	1	0	240
112	-1	9	14	0	0	0	0	2	0	1	0	240
112	-1	11	14	0	0	0	0	2	0	1	0	240
112	-1	7	92	0	0	0	0	2	0	1	0	240
112	-1	8	92	0	0	0	0	2	0	1	0	240
112	-1	10	92	0	0	0	0	2	0	1	0	240
112	-1	9	92	0	0	0	0	2	0	1	0	240
112	-1	11	92	0	0	0	0	2	0	1	0	240
112	-1	7	59	0	0	0	0	2	0	1	0	240
112	-1	8	59	0	0	0	0	2	0	1	0	240
112	-1	9	59	0	0	0	0	2	0	1	0	240
112	-1	11	59	0	0	0	0	2	0	1	0	240
end												
