//////////////////////////////////////////////////////////////////////////////////////												
// [칼리마7]	EachMonsterBag36											
// [ Start  ] 	2015-03-20											
// [ Latest ]	2015-03-20 17:26											
// [ Author ]	박혜진											
// [ Version ]	0.0.0.1											
// [ Text ]												
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트											
//////////////////////////////////////////////////////////////////////////////////////												
												
//사냥 마리 수	32400											
												
//*신규 액세서리	몬스터 속성											
//* 수호보석												
//몬스터 인덱스		아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)
331	-1	8	38	0	0	0	0	2	0	0	0	3285
331	-1	9	38	0	0	0	0	2	0	0	0	3285
331	-1	11	38	0	0	0	0	2	0	0	0	3285
331	-1	7	21	0	0	0	0	2	0	0	0	3285
331	-1	10	21	0	0	0	0	2	0	0	0	3285
331	-1	11	21	0	0	0	0	2	0	0	0	3285
331	-1	10	23	0	0	0	0	2	0	0	0	3285
331	-1	11	23	0	0	0	0	2	0	0	0	3285
331	-1	14	31	0	0	0	0	0	0	0	0	2000
//이시스7 엑설런트												
331	-1	4	13	0	0	0	0	2	0	1	0	2
331	-1	4	14	0	0	0	0	2	0	1	0	2
331	-1	4	16	0	0	0	0	2	0	1	0	2
331	-1	2	5	0	0	0	0	2	0	1	0	2
331	-1	0	16	0	0	0	0	2	0	1	0	2
331	-1	0	33	0	0	0	0	2	0	1	0	2
331	-1	3	15	0	0	0	0	2	0	1	0	2
331	-1	5	6	0	0	0	0	2	0	1	0	2
331	-1	5	17	0	0	0	0	2	0	1	0	2
331	-1	2	9	0	0	0	0	2	0	1	0	2
331	-1	2	10	0	0	0	0	2	0	1	0	2
331	-1	6	21	0	0	0	0	2	0	1	0	2
331	-1	6	30	0	0	0	0	2	0	1	0	2
331	-1	6	15	0	0	0	0	2	0	1	0	2
331	-1	6	32	0	0	0	0	2	0	1	0	2
331	-1	8	26	0	0	0	0	2	0	1	0	2
331	-1	9	26	0	0	0	0	2	0	1	0	2
331	-1	7	93	0	0	0	0	2	0	1	0	2
331	-1	8	93	0	0	0	0	2	0	1	0	2
331	-1	9	93	0	0	0	0	2	0	1	0	2
331	-1	8	34	0	0	0	0	2	0	1	0	2
331	-1	9	34	0	0	0	0	2	0	1	0	2
331	-1	11	34	0	0	0	0	2	0	1	0	2
331	-1	8	35	0	0	0	0	2	0	1	0	2
331	-1	9	35	0	0	0	0	2	0	1	0	2
331	-1	11	35	0	0	0	0	2	0	1	0	2
331	-1	8	36	0	0	0	0	2	0	1	0	2
331	-1	9	36	0	0	0	0	2	0	1	0	2
331	-1	11	36	0	0	0	0	2	0	1	0	2
331	-1	7	41	0	0	0	0	2	0	1	0	2
331	-1	8	41	0	0	0	0	2	0	1	0	2
331	-1	9	41	0	0	0	0	2	0	1	0	2
331	-1	7	60	0	0	0	0	2	0	1	0	2
331	-1	8	60	0	0	0	0	2	0	1	0	2
331	-1	9	60	0	0	0	0	2	0	1	0	2
331	-1	8	15	0	0	0	0	2	0	1	0	2
331	-1	10	15	0	0	0	0	2	0	1	0	2
331	-1	9	15	0	0	0	0	2	0	1	0	2
331	-1	11	15	0	0	0	0	2	0	1	0	2
331	-1	7	18	0	0	0	0	2	0	1	0	2
331	-1	10	18	0	0	0	0	2	0	1	0	2
331	-1	9	18	0	0	0	0	2	0	1	0	2
331	-1	11	18	0	0	0	0	2	0	1	0	2
331	-1	7	42	0	0	0	0	2	0	1	0	2
331	-1	10	42	0	0	0	0	2	0	1	0	2
331	-1	9	42	0	0	0	0	2	0	1	0	2
331	-1	11	42	0	0	0	0	2	0	1	0	2
331	-1	7	19	0	0	0	0	2	0	1	0	2
331	-1	10	19	0	0	0	0	2	0	1	0	2
331	-1	11	19	0	0	0	0	2	0	1	0	2
331	-1	7	27	0	0	0	0	2	0	1	0	2
331	-1	10	27	0	0	0	0	2	0	1	0	2
331	-1	11	27	0	0	0	0	2	0	1	0	2
331	-1	7	16	0	0	0	0	2	0	1	0	2
331	-1	10	16	0	0	0	0	2	0	1	0	2
331	-1	9	16	0	0	0	0	2	0	1	0	2
331	-1	11	16	0	0	0	0	2	0	1	0	2
331	-1	10	94	0	0	0	0	2	0	1	0	2
331	-1	11	94	0	0	0	0	2	0	1	0	2
331	-1	10	95	0	0	0	0	2	0	1	0	2
331	-1	11	95	0	0	0	0	2	0	1	0	2
331	-1	11	61	0	0	0	0	2	0	1	0	2
331	-1	10	17	0	0	0	0	2	0	1	0	2
331	-1	10	24	0	0	0	0	2	0	1	0	2
331	-1	13	171	0	0	0	0	0	0	1	0	1
331	-1	13	172	0	0	0	0	0	0	1	0	1
//로그센츄리온7 114												
332	-1	4	19	0	0	0	2	2	0	0	0	4088
332	-1	4	22	0	0	0	2	2	0	0	0	4088
332	-1	0	31	0	0	0	2	2	0	0	0	4088
332	-1	0	17	0	0	0	2	2	0	0	0	4088
332	-1	0	18	0	0	0	2	2	0	0	0	4088
332	-1	0	34	0	0	0	2	2	0	0	0	4088
332	-1	5	9	0	0	0	2	2	0	0	0	4088
332	-1	5	13	0	0	0	2	2	0	0	0	4088
332	-1	5	18	0	0	0	2	2	0	0	0	4088
332	-1	2	11	0	0	0	2	2	0	0	0	4088
332	-1	2	15	0	0	0	2	2	0	0	0	4088
332	-1	8	27	0	0	0	0	2	0	0	0	4088
332	-1	8	17	0	0	0	0	2	0	0	0	4088
332	-1	9	17	0	0	0	0	2	0	0	0	4088
332	-1	7	38	0	0	0	0	2	0	0	0	4088
332	-1	8	38	0	0	0	0	2	0	0	0	4088
332	-1	9	38	0	0	0	0	2	0	0	0	4088
332	-1	11	38	0	0	0	0	2	0	0	0	4088
332	-1	7	21	0	0	0	0	2	0	0	0	4088
332	-1	9	21	0	0	0	0	2	0	0	0	4088
332	-1	11	21	0	0	0	0	2	0	0	0	4088
332	-1	8	37	0	0	0	0	2	0	0	0	4088
332	-1	9	37	0	0	0	0	2	0	0	0	4088
332	-1	11	37	0	0	0	0	2	0	0	0	4088
332	-1	8	20	0	0	0	0	2	0	0	0	4088
332	-1	9	20	0	0	0	0	2	0	0	0	4088
332	-1	8	24	0	0	0	0	2	0	0	0	4088
332	-1	9	24	0	0	0	0	2	0	0	0	4088
332	-1	8	61	0	0	0	0	2	0	0	0	4088
332	-1	8	94	0	0	0	0	2	0	0	0	4088
332	-1	8	95	0	0	0	0	2	0	0	0	4088
332	-1	10	23	0	0	0	0	2	0	0	0	4088
332	-1	11	23	0	0	0	0	2	0	0	0	4088
332	-1	7	28	0	0	0	0	2	0	0	0	4088
332	-1	9	28	0	0	0	0	2	0	0	0	4088
332	-1	7	22	0	0	0	0	2	0	0	0	4088
332	-1	14	31	0	0	0	0	0	0	0	0	2000
//로그센츄리온7 엑설런트												
332	-1	4	14	0	0	0	0	2	0	1	0	2
332	-1	4	16	0	0	0	0	2	0	1	0	2
332	-1	2	5	0	0	0	0	2	0	1	0	2
332	-1	0	16	0	0	0	0	2	0	1	0	2
332	-1	0	33	0	0	0	0	2	0	1	0	2
332	-1	3	15	0	0	0	0	2	0	1	0	2
332	-1	3	16	0	0	0	0	2	0	1	0	2
332	-1	5	17	0	0	0	0	2	0	1	0	2
332	-1	2	9	0	0	0	0	2	0	1	0	2
332	-1	2	10	0	0	0	0	2	0	1	0	2
332	-1	6	15	0	0	0	0	2	0	1	0	2
332	-1	6	32	0	0	0	0	2	0	1	0	2
332	-1	8	26	0	0	0	0	2	0	1	0	2
332	-1	8	93	0	0	0	0	2	0	1	0	2
332	-1	9	93	0	0	0	0	2	0	1	0	2
332	-1	8	34	0	0	0	0	2	0	1	0	2
332	-1	8	35	0	0	0	0	2	0	1	0	2
332	-1	8	36	0	0	0	0	2	0	1	0	2
332	-1	8	41	0	0	0	0	2	0	1	0	2
332	-1	9	41	0	0	0	0	2	0	1	0	2
332	-1	8	60	0	0	0	0	2	0	1	0	2
332	-1	9	60	0	0	0	0	2	0	1	0	2
332	-1	8	15	0	0	0	0	2	0	1	0	2
332	-1	9	15	0	0	0	0	2	0	1	0	2
332	-1	11	15	0	0	0	0	2	0	1	0	2
332	-1	7	18	0	0	0	0	2	0	1	0	2
332	-1	9	18	0	0	0	0	2	0	1	0	2
332	-1	11	18	0	0	0	0	2	0	1	0	2
332	-1	7	42	0	0	0	0	2	0	1	0	2
332	-1	9	42	0	0	0	0	2	0	1	0	2
332	-1	11	42	0	0	0	0	2	0	1	0	2
332	-1	7	19	0	0	0	0	2	0	1	0	2
332	-1	9	19	0	0	0	0	2	0	1	0	2
332	-1	10	19	0	0	0	0	2	0	1	0	2
332	-1	7	27	0	0	0	0	2	0	1	0	2
332	-1	10	27	0	0	0	0	2	0	1	0	2
332	-1	11	27	0	0	0	0	2	0	1	0	2
332	-1	7	16	0	0	0	0	2	0	1	0	2
332	-1	10	16	0	0	0	0	2	0	1	0	2
332	-1	9	16	0	0	0	0	2	0	1	0	2
332	-1	11	16	0	0	0	0	2	0	1	0	2
332	-1	10	94	0	0	0	0	2	0	1	0	2
332	-1	11	94	0	0	0	0	2	0	1	0	2
332	-1	10	95	0	0	0	0	2	0	1	0	2
332	-1	11	95	0	0	0	0	2	0	1	0	2
332	-1	11	61	0	0	0	0	2	0	1	0	2
332	-1	10	17	0	0	0	0	2	0	1	0	2
332	-1	10	22	0	0	0	0	2	0	1	0	2
332	-1	10	20	0	0	0	0	2	0	1	0	2
332	-1	10	28	0	0	0	0	2	0	1	0	2
332	-1	10	24	0	0	0	0	2	0	1	0	2
332	-1	11	24	0	0	0	0	2	0	1	0	2
332	-1	13	171	0	0	0	0	0	0	1	0	1
332	-1	13	172	0	0	0	0	0	0	1	0	1
//블러디솔져7 117												
333	-1	4	19	0	0	0	2	2	0	0	0	6777
333	-1	4	22	0	0	0	2	2	0	0	0	6777
333	-1	0	31	0	0	0	2	2	0	0	0	6777
333	-1	0	17	0	0	0	2	2	0	0	0	6777
333	-1	0	18	0	0	0	2	2	0	0	0	6777
333	-1	0	24	0	0	0	2	2	0	0	0	6777
333	-1	0	25	0	0	0	2	2	0	0	0	6777
333	-1	0	34	0	0	0	2	2	0	0	0	6777
333	-1	5	9	0	0	0	2	2	0	0	0	6777
333	-1	5	13	0	0	0	2	2	0	0	0	6777
333	-1	5	18	0	0	0	2	2	0	0	0	6777
333	-1	2	15	0	0	0	2	2	0	0	0	6777
333	-1	8	17	0	0	0	0	2	0	0	0	6777
333	-1	8	38	0	0	0	0	2	0	0	0	6777
333	-1	9	38	0	0	0	0	2	0	0	0	6777
333	-1	7	21	0	0	0	0	2	0	0	0	6777
333	-1	9	21	0	0	0	0	2	0	0	0	6777
333	-1	8	37	0	0	0	0	2	0	0	0	6777
333	-1	9	37	0	0	0	0	2	0	0	0	6777
333	-1	8	20	0	0	0	0	2	0	0	0	6777
333	-1	9	20	0	0	0	0	2	0	0	0	6777
333	-1	8	24	0	0	0	0	2	0	0	0	6777
333	-1	9	24	0	0	0	0	2	0	0	0	6777
333	-1	8	61	0	0	0	0	2	0	0	0	6777
333	-1	8	94	0	0	0	0	2	0	0	0	6777
333	-1	8	95	0	0	0	0	2	0	0	0	6777
333	-1	10	23	0	0	0	0	2	0	0	0	6777
333	-1	11	23	0	0	0	0	2	0	0	0	6777
333	-1	7	28	0	0	0	0	2	0	0	0	6777
333	-1	8	28	0	0	0	0	2	0	0	0	6777
333	-1	9	28	0	0	0	0	2	0	0	0	6777
333	-1	7	22	0	0	0	0	2	0	0	0	6777
333	-1	9	22	0	0	0	0	2	0	0	0	6777
333	-1	14	31	0	0	0	0	0	0	0	0	2000
//블러디솔져7 엑설런트												
333	-1	2	7	0	0	0	0	2	0	1	0	2
333	-1	4	16	0	0	0	0	2	0	1	0	2
333	-1	4	17	0	0	0	0	2	0	1	0	2
333	-1	0	16	0	0	0	0	2	0	1	0	2
333	-1	0	33	0	0	0	0	2	0	1	0	2
333	-1	3	15	0	0	0	0	2	0	1	0	2
333	-1	3	16	0	0	0	0	2	0	1	0	2
333	-1	3	10	0	0	0	0	2	0	1	0	2
333	-1	5	8	0	0	0	0	2	0	1	0	2
333	-1	5	17	0	0	0	0	2	0	1	0	2
333	-1	2	10	0	0	0	0	2	0	1	0	2
333	-1	6	15	0	0	0	0	2	0	1	0	2
333	-1	6	32	0	0	0	0	2	0	1	0	2
333	-1	8	26	0	0	0	0	2	0	1	0	2
333	-1	8	93	0	0	0	0	2	0	1	0	2
333	-1	9	93	0	0	0	0	2	0	1	0	2
333	-1	8	34	0	0	0	0	2	0	1	0	2
333	-1	8	35	0	0	0	0	2	0	1	0	2
333	-1	8	36	0	0	0	0	2	0	1	0	2
333	-1	8	41	0	0	0	0	2	0	1	0	2
333	-1	8	60	0	0	0	0	2	0	1	0	2
333	-1	9	60	0	0	0	0	2	0	1	0	2
333	-1	8	15	0	0	0	0	2	0	1	0	2
333	-1	9	15	0	0	0	0	2	0	1	0	2
333	-1	7	18	0	0	0	0	2	0	1	0	2
333	-1	8	18	0	0	0	0	2	0	1	0	2
333	-1	9	18	0	0	0	0	2	0	1	0	2
333	-1	11	18	0	0	0	0	2	0	1	0	2
333	-1	7	42	0	0	0	0	2	0	1	0	2
333	-1	8	42	0	0	0	0	2	0	1	0	2
333	-1	9	42	0	0	0	0	2	0	1	0	2
333	-1	11	42	0	0	0	0	2	0	1	0	2
333	-1	7	19	0	0	0	0	2	0	1	0	2
333	-1	8	19	0	0	0	0	2	0	1	0	2
333	-1	9	19	0	0	0	0	2	0	1	0	2
333	-1	7	27	0	0	0	0	2	0	1	0	2
333	-1	10	27	0	0	0	0	2	0	1	0	2
333	-1	9	27	0	0	0	0	2	0	1	0	2
333	-1	11	27	0	0	0	0	2	0	1	0	2
333	-1	7	16	0	0	0	0	2	0	1	0	2
333	-1	8	16	0	0	0	0	2	0	1	0	2
333	-1	10	16	0	0	0	0	2	0	1	0	2
333	-1	9	16	0	0	0	0	2	0	1	0	2
333	-1	11	16	0	0	0	0	2	0	1	0	2
333	-1	7	94	0	0	0	0	2	0	1	0	2
333	-1	10	94	0	0	0	0	2	0	1	0	2
333	-1	11	94	0	0	0	0	2	0	1	0	2
333	-1	7	95	0	0	0	0	2	0	1	0	2
333	-1	10	95	0	0	0	0	2	0	1	0	2
333	-1	11	95	0	0	0	0	2	0	1	0	2
333	-1	7	61	0	0	0	0	2	0	1	0	2
333	-1	11	61	0	0	0	0	2	0	1	0	2
333	-1	7	17	0	0	0	0	2	0	1	0	2
333	-1	10	17	0	0	0	0	2	0	1	0	2
333	-1	10	22	0	0	0	0	2	0	1	0	2
333	-1	10	20	0	0	0	0	2	0	1	0	2
333	-1	11	20	0	0	0	0	2	0	1	0	2
333	-1	10	28	0	0	0	0	2	0	1	0	2
333	-1	10	37	0	0	0	0	2	0	1	0	2
333	-1	10	38	0	0	0	0	2	0	1	0	2
333	-1	10	24	0	0	0	0	2	0	1	0	2
333	-1	11	24	0	0	0	0	2	0	1	0	2
333	-1	13	171	0	0	0	0	0	0	1	0	1
333	-1	13	172	0	0	0	0	0	0	1	0	1
//데스엔젤7 121												
334	-1	4	22	0	0	0	2	2	0	0	0	10506
334	-1	0	17	0	0	0	2	2	0	0	0	10506
334	-1	0	18	0	0	0	2	2	0	0	0	10506
334	-1	0	24	0	0	0	2	2	0	0	0	10506
334	-1	0	25	0	0	0	2	2	0	0	0	10506
334	-1	0	34	0	0	0	2	2	0	0	0	10506
334	-1	5	13	0	0	0	2	2	0	0	0	10506
334	-1	2	15	0	0	0	2	2	0	0	0	10506
334	-1	8	38	0	0	0	0	2	0	0	0	10506
334	-1	7	21	0	0	0	0	2	0	0	0	10506
334	-1	9	21	0	0	0	0	2	0	0	0	10506
334	-1	8	37	0	0	0	0	2	0	0	0	10506
334	-1	8	20	0	0	0	0	2	0	0	0	10506
334	-1	8	24	0	0	0	0	2	0	0	0	10506
334	-1	11	23	0	0	0	0	2	0	0	0	10506
334	-1	7	28	0	0	0	0	2	0	0	0	10506
334	-1	8	28	0	0	0	0	2	0	0	0	10506
334	-1	9	28	0	0	0	0	2	0	0	0	10506
334	-1	7	22	0	0	0	0	2	0	0	0	10506
334	-1	9	22	0	0	0	0	2	0	0	0	10506
334	-1	14	31	0	0	0	0	0	0	0	0	2000
//데스엔젤7 엑설런트												
334	-1	2	7	0	0	0	0	2	0	1	0	2
334	-1	4	16	0	0	0	0	2	0	1	0	2
334	-1	4	17	0	0	0	0	2	0	1	0	2
334	-1	0	16	0	0	0	0	2	0	1	0	2
334	-1	0	33	0	0	0	0	2	0	1	0	2
334	-1	3	15	0	0	0	0	2	0	1	0	2
334	-1	3	16	0	0	0	0	2	0	1	0	2
334	-1	3	10	0	0	0	0	2	0	1	0	2
334	-1	5	8	0	0	0	0	2	0	1	0	2
334	-1	5	17	0	0	0	0	2	0	1	0	2
334	-1	2	10	0	0	0	0	2	0	1	0	2
334	-1	8	26	0	0	0	0	2	0	1	0	2
334	-1	8	93	0	0	0	0	2	0	1	0	2
334	-1	8	60	0	0	0	0	2	0	1	0	2
334	-1	9	60	0	0	0	0	2	0	1	0	2
334	-1	8	15	0	0	0	0	2	0	1	0	2
334	-1	7	18	0	0	0	0	2	0	1	0	2
334	-1	8	18	0	0	0	0	2	0	1	0	2
334	-1	9	18	0	0	0	0	2	0	1	0	2
334	-1	7	42	0	0	0	0	2	0	1	0	2
334	-1	8	42	0	0	0	0	2	0	1	0	2
334	-1	9	42	0	0	0	0	2	0	1	0	2
334	-1	7	19	0	0	0	0	2	0	1	0	2
334	-1	8	19	0	0	0	0	2	0	1	0	2
334	-1	9	19	0	0	0	0	2	0	1	0	2
334	-1	7	27	0	0	0	0	2	0	1	0	2
334	-1	8	27	0	0	0	0	2	0	1	0	2
334	-1	9	27	0	0	0	0	2	0	1	0	2
334	-1	11	27	0	0	0	0	2	0	1	0	2
334	-1	7	16	0	0	0	0	2	0	1	0	2
334	-1	8	16	0	0	0	0	2	0	1	0	2
334	-1	9	16	0	0	0	0	2	0	1	0	2
334	-1	11	16	0	0	0	0	2	0	1	0	2
334	-1	7	94	0	0	0	0	2	0	1	0	2
334	-1	10	94	0	0	0	0	2	0	1	0	2
334	-1	9	94	0	0	0	0	2	0	1	0	2
334	-1	11	94	0	0	0	0	2	0	1	0	2
334	-1	7	95	0	0	0	0	2	0	1	0	2
334	-1	10	95	0	0	0	0	2	0	1	0	2
334	-1	9	95	0	0	0	0	2	0	1	0	2
334	-1	11	95	0	0	0	0	2	0	1	0	2
334	-1	7	61	0	0	0	0	2	0	1	0	2
334	-1	9	61	0	0	0	0	2	0	1	0	2
334	-1	11	61	0	0	0	0	2	0	1	0	2
334	-1	7	17	0	0	0	0	2	0	1	0	2
334	-1	10	17	0	0	0	0	2	0	1	0	2
334	-1	9	17	0	0	0	0	2	0	1	0	2
334	-1	11	17	0	0	0	0	2	0	1	0	2
334	-1	10	22	0	0	0	0	2	0	1	0	2
334	-1	11	22	0	0	0	0	2	0	1	0	2
334	-1	10	20	0	0	0	0	2	0	1	0	2
334	-1	11	20	0	0	0	0	2	0	1	0	2
334	-1	10	28	0	0	0	0	2	0	1	0	2
334	-1	11	28	0	0	0	0	2	0	1	0	2
334	-1	10	37	0	0	0	0	2	0	1	0	2
334	-1	10	38	0	0	0	0	2	0	1	0	2
334	-1	10	24	0	0	0	0	2	0	1	0	2
334	-1	11	24	0	0	0	0	2	0	1	0	2
334	-1	10	21	0	0	0	0	2	0	1	0	2
334	-1	13	171	0	0	0	0	0	0	1	0	1
334	-1	13	172	0	0	0	0	0	0	1	0	1
//네크론7 125												
335	-1	4	22	0	0	0	2	2	0	0	0	16569
335	-1	0	24	0	0	0	2	2	0	0	0	16569
335	-1	0	25	0	0	0	2	2	0	0	0	16569
335	-1	5	13	0	0	0	2	2	0	0	0	16569
335	-1	2	15	0	0	0	2	2	0	0	0	16569
335	-1	9	21	0	0	0	0	2	0	0	0	16569
335	-1	8	24	0	0	0	0	2	0	0	0	16569
335	-1	9	23	0	0	0	0	2	0	0	0	16569
335	-1	11	23	0	0	0	0	2	0	0	0	16569
335	-1	8	28	0	0	0	0	2	0	0	0	16569
335	-1	9	28	0	0	0	0	2	0	0	0	16569
335	-1	7	22	0	0	0	0	2	0	0	0	16569
335	-1	8	22	0	0	0	0	2	0	0	0	16569
335	-1	9	22	0	0	0	0	2	0	0	0	16569
335	-1	8	20	0	0	0	0	2	0	0	0	16569
335	-1	14	31	0	0	0	0	0	0	0	0	2000
//네크론7 엑설런트												
335	-1	2	7	0	0	0	0	2	0	1	0	2
335	-1	4	16	0	0	0	0	2	0	1	0	2
335	-1	4	17	0	0	0	0	2	0	1	0	2
335	-1	4	19	0	0	0	0	2	0	1	0	2
335	-1	0	16	0	0	0	0	2	0	1	0	2
335	-1	0	33	0	0	0	0	2	0	1	0	2
335	-1	0	31	0	0	0	0	2	0	1	0	2
335	-1	3	15	0	0	0	0	2	0	1	0	2
335	-1	3	16	0	0	0	0	2	0	1	0	2
335	-1	3	10	0	0	0	0	2	0	1	0	2
335	-1	5	8	0	0	0	0	2	0	1	0	2
335	-1	5	9	0	0	0	0	2	0	1	0	2
335	-1	5	18	0	0	0	0	2	0	1	0	2
335	-1	2	10	0	0	0	0	2	0	1	0	2
335	-1	2	11	0	0	0	0	2	0	1	0	2
335	-1	8	60	0	0	0	0	2	0	1	0	2
335	-1	8	18	0	0	0	0	2	0	1	0	2
335	-1	9	18	0	0	0	0	2	0	1	0	2
335	-1	8	42	0	0	0	0	2	0	1	0	2
335	-1	9	42	0	0	0	0	2	0	1	0	2
335	-1	7	19	0	0	0	0	2	0	1	0	2
335	-1	8	19	0	0	0	0	2	0	1	0	2
335	-1	9	19	0	0	0	0	2	0	1	0	2
335	-1	7	27	0	0	0	0	2	0	1	0	2
335	-1	8	27	0	0	0	0	2	0	1	0	2
335	-1	9	27	0	0	0	0	2	0	1	0	2
335	-1	11	27	0	0	0	0	2	0	1	0	2
335	-1	7	16	0	0	0	0	2	0	1	0	2
335	-1	8	16	0	0	0	0	2	0	1	0	2
335	-1	9	16	0	0	0	0	2	0	1	0	2
335	-1	7	94	0	0	0	0	2	0	1	0	2
335	-1	9	94	0	0	0	0	2	0	1	0	2
335	-1	11	94	0	0	0	0	2	0	1	0	2
335	-1	7	95	0	0	0	0	2	0	1	0	2
335	-1	9	95	0	0	0	0	2	0	1	0	2
335	-1	11	95	0	0	0	0	2	0	1	0	2
335	-1	7	61	0	0	0	0	2	0	1	0	2
335	-1	9	61	0	0	0	0	2	0	1	0	2
335	-1	11	61	0	0	0	0	2	0	1	0	2
335	-1	7	17	0	0	0	0	2	0	1	0	2
335	-1	8	17	0	0	0	0	2	0	1	0	2
335	-1	10	17	0	0	0	0	2	0	1	0	2
335	-1	9	17	0	0	0	0	2	0	1	0	2
335	-1	11	17	0	0	0	0	2	0	1	0	2
335	-1	10	22	0	0	0	0	2	0	1	0	2
335	-1	11	22	0	0	0	0	2	0	1	0	2
335	-1	10	20	0	0	0	0	2	0	1	0	2
335	-1	9	20	0	0	0	0	2	0	1	0	2
335	-1	11	20	0	0	0	0	2	0	1	0	2
335	-1	10	28	0	0	0	0	2	0	1	0	2
335	-1	11	28	0	0	0	0	2	0	1	0	2
335	-1	10	37	0	0	0	0	2	0	1	0	2
335	-1	11	37	0	0	0	0	2	0	1	0	2
335	-1	7	38	0	0	0	0	2	0	1	0	2
335	-1	10	38	0	0	0	0	2	0	1	0	2
335	-1	11	38	0	0	0	0	2	0	1	0	2
335	-1	7	24	0	0	0	0	2	0	1	0	2
335	-1	10	24	0	0	0	0	2	0	1	0	2
335	-1	9	24	0	0	0	0	2	0	1	0	2
335	-1	11	24	0	0	0	0	2	0	1	0	2
335	-1	11	21	0	0	0	0	2	0	1	0	2
335	-1	10	21	0	0	0	0	2	0	1	0	2
335	-1	13	171	0	0	0	0	0	0	1	0	1
335	-1	13	172	0	0	0	0	0	0	1	0	1
//데스센츄리온7 130												
336	-1	0	24	0	0	0	2	2	0	0	0	30394
336	-1	0	25	0	0	0	2	2	0	0	0	30394
336	-1	8	21	0	0	0	0	2	0	0	0	30394
336	-1	9	21	0	0	0	0	2	0	0	0	30394
336	-1	8	23	0	0	0	0	2	0	0	0	30394
336	-1	9	23	0	0	0	0	2	0	0	0	30394
336	-1	8	28	0	0	0	0	2	0	0	0	30394
336	-1	8	22	0	0	0	0	2	0	0	0	30394
336	-1	9	22	0	0	0	0	2	0	0	0	30394
336	-1	14	31	0	0	0	0	0	0	0	0	2000
//데스센츄리온7 엑설런트												
336	-1	2	7	0	0	0	0	2	0	1	0	2
336	-1	4	17	0	0	0	0	2	0	1	0	2
336	-1	4	19	0	0	0	0	2	0	1	0	2
336	-1	0	31	0	0	0	0	2	0	1	0	2
336	-1	0	17	0	0	0	0	2	0	1	0	2
336	-1	0	18	0	0	0	0	2	0	1	0	2
336	-1	0	34	0	0	0	0	2	0	1	0	2
336	-1	3	16	0	0	0	0	2	0	1	0	2
336	-1	3	10	0	0	0	0	2	0	1	0	2
336	-1	5	8	0	0	0	0	2	0	1	0	2
336	-1	5	9	0	0	0	0	2	0	1	0	2
