//////////////////////////////////////////////////////////////////////////////////////													
// [시련의땅]	EachMonsterBag31												
// [ Start  ] 	2015-03-20												
// [ Latest ]	2015-03-20 17:26												
// [ Author ]	박혜진												
// [ Version ]	0.0.0.1												
// [ Text ]													
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트												
//////////////////////////////////////////////////////////////////////////////////////													
													
//사냥 마리 수	32400												
													
//수호보석	몬스터 속성												
//세트아이템													
//몬스터 인덱스		아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)	아이템 명
294	-1	5	15	0	0	0	0	2	0	1	0	2	//바이올렌윈드스틱
294	-1	6	5	0	0	0	0	2	0	1	0	3	//드래곤슬레이어방패
294	-1	6	8	0	0	0	0	2	0	1	0	3	//타워방패
294	-1	6	31	0	0	0	0	2	0	1	0	3	//알라크란실드
294	-1	6	11	0	0	0	0	2	0	1	0	3	//서펜트방패
294	-1	6	14	0	0	0	0	2	0	1	0	3	//전설의방패
294	-1	8	39	0	0	0	0	2	0	1	0	3	//바이올렌윈드갑옷
294	-1	8	12	0	0	0	0	2	0	1	0	3	//바람의갑옷
294	-1	7	7	0	0	0	0	2	0	1	0	3	//스핑크스마스크
294	-1	8	7	0	0	0	0	2	0	1	0	3	//스핑크스갑옷
294	-1	9	7	0	0	0	0	2	0	1	0	3	//스핑크스바지
294	-1	7	8	0	0	0	0	2	0	1	0	3	//황동헬멧
294	-1	8	8	0	0	0	0	2	0	1	0	3	//황동갑옷
294	-1	10	8	0	0	0	0	2	0	1	0	3	//황동장갑
294	-1	9	8	0	0	0	0	2	0	1	0	3	//황동바지
294	-1	11	8	0	0	0	0	2	0	1	0	3	//황동부츠
294	-1	7	13	0	0	0	0	2	0	1	0	3	//정령헬멧
294	-1	10	13	0	0	0	0	2	0	1	0	3	//정령장갑
294	-1	9	13	0	0	0	0	2	0	1	0	3	//정령바지
294	-1	11	13	0	0	0	0	2	0	1	0	3	//정령부츠
294	-1	7	92	0	0	0	0	2	0	1	0	3	//그루힐헬멧
294	-1	10	92	0	0	0	0	2	0	1	0	3	//그루힐장갑
294	-1	7	9	0	0	0	0	2	0	1	0	3	//철판헬멧
294	-1	8	9	0	0	0	0	2	0	1	0	3	//철판갑옷
294	-1	10	9	0	0	0	0	2	0	1	0	3	//철판장갑
294	-1	9	9	0	0	0	0	2	0	1	0	3	//철판바지
294	-1	11	9	0	0	0	0	2	0	1	0	3	//철판부츠
294	-1	7	25	0	0	0	0	2	0	1	0	3	//라운드마스크
294	-1	10	25	0	0	0	0	2	0	1	0	3	//라운드장갑
294	-1	9	25	0	0	0	0	2	0	1	0	3	//라운드바지
294	-1	11	25	0	0	0	0	2	0	1	0	3	//라운드부츠
294	-1	7	3	0	0	0	0	2	0	1	0	3	//전설의헬멧
294	-1	11	3	0	0	0	0	2	0	1	0	3	//전설의부츠
294	-1	7	40	0	0	0	0	2	0	1	0	3	//레드윙헬멧
294	-1	11	40	0	0	0	0	2	0	1	0	3	//레드윙부츠
294	-1	11	59	0	0	0	0	2	0	1	0	3	//세크리드파이어부츠
294	-1	10	14	0	0	0	0	2	0	1	0	3	//수호장갑
//리자드워리어 78													200
290	-1	2	4	0	0	0	2	2	0	0	0	685	//크리스탈모닝스타
290	-1	4	13	0	0	0	2	2	0	0	0	685	//블루윙석궁
290	-1	4	14	0	0	0	2	2	0	0	0	685	//아쿠아골드석궁
290	-1	2	5	0	0	0	2	2	0	0	0	685	//크리스탈검
290	-1	3	14	0	0	0	2	2	0	0	0	685	//콘모시온랜스
290	-1	3	18	0	0	0	2	2	0	0	0	685	//알라크란랜스
290	-1	3	9	0	0	0	2	2	0	0	0	685	//발록의낫
290	-1	5	6	0	0	0	2	2	0	0	0	685	//부활의지팡이
290	-1	5	17	0	0	0	2	2	0	0	0	685	//에이션트스틱
290	-1	5	23	0	0	0	2	2	0	0	0	685	//라글의서
290	-1	2	9	0	0	0	2	2	0	0	0	685	//마스터셉터
290	-1	6	13	0	0	0	2	2	0	0	0	685	//드라곤방패
290	-1	6	16	0	0	0	2	2	0	0	0	685	//엘리멘탈방패
290	-1	6	21	0	0	0	2	2	0	0	0	685	//크로스실드
290	-1	6	30	0	0	0	2	2	0	0	0	685	//플루마실드
290	-1	6	15	0	0	0	2	2	0	0	0	685	//그랜드소울방패
290	-1	6	32	0	0	0	2	2	0	0	0	685	//비스실드
290	-1	8	92	0	0	0	0	2	0	0	0	685	//그루힐갑옷
290	-1	8	25	0	0	0	0	2	0	0	0	685	//라운드갑옷
290	-1	8	59	0	0	0	0	2	0	0	0	685	//세크리드파이어갑옷
290	-1	9	59	0	0	0	0	2	0	0	0	685	//세크리드파이어바지
290	-1	7	26	0	0	0	0	2	0	0	0	685	//다크소울마스크
290	-1	8	26	0	0	0	0	2	0	0	0	685	//다크소울갑옷
290	-1	9	26	0	0	0	0	2	0	0	0	685	//다크소울바지
290	-1	11	26	0	0	0	0	2	0	0	0	685	//다크소울부츠
290	-1	10	93	0	0	0	0	2	0	0	0	685	//프린시장갑
290	-1	9	93	0	0	0	0	2	0	0	0	685	//프린시바지
290	-1	11	93	0	0	0	0	2	0	0	0	685	//프린시부츠
290	-1	7	34	0	0	0	0	2	0	0	0	685	//애쉬크로우헬멧
290	-1	8	34	0	0	0	0	2	0	0	0	685	//애쉬크로우갑옷
290	-1	10	34	0	0	0	0	2	0	0	0	685	//애쉬크로우장갑
290	-1	9	34	0	0	0	0	2	0	0	0	685	//애쉬크로우바지
290	-1	11	34	0	0	0	0	2	0	0	0	685	//애쉬크로우부츠
290	-1	7	35	0	0	0	0	2	0	0	0	685	//이클립스헬멧
290	-1	8	35	0	0	0	0	2	0	0	0	685	//이클립스갑옷
290	-1	10	35	0	0	0	0	2	0	0	0	685	//이클립스장갑
290	-1	9	35	0	0	0	0	2	0	0	0	685	//이클립스바지
290	-1	11	35	0	0	0	0	2	0	0	0	685	//이클립스부츠
290	-1	7	36	0	0	0	0	2	0	0	0	685	//아이리스헬멧
290	-1	8	36	0	0	0	0	2	0	0	0	685	//아이리스갑옷
290	-1	10	36	0	0	0	0	2	0	0	0	685	//아이리스장갑
290	-1	9	36	0	0	0	0	2	0	0	0	685	//아이리스바지
290	-1	11	36	0	0	0	0	2	0	0	0	685	//아이리스부츠
290	-1	7	41	0	0	0	0	2	0	0	0	685	//에이션트헬멧
290	-1	8	41	0	0	0	0	2	0	0	0	685	//에이션트갑옷
290	-1	10	41	0	0	0	0	2	0	0	0	685	//에이션트장갑
290	-1	9	41	0	0	0	0	2	0	0	0	685	//에이션트바지
290	-1	11	41	0	0	0	0	2	0	0	0	685	//에이션트부츠
290	-1	7	60	0	0	0	0	2	0	0	0	685	//스톰자하드투구
290	-1	9	60	0	0	0	0	2	0	0	0	685	//스톰자하드바지
290	-1	11	60	0	0	0	0	2	0	0	0	685	//스톰자하드부츠
290	-1	7	93	0	0	0	0	2	0	0	0	685	//프린시헬멧
290	-1	10	15	0	0	0	0	2	0	0	0	685	//아틀란스장갑
290	-1	9	15	0	0	0	0	2	0	0	0	685	//아틀란스바지
290	-1	11	15	0	0	0	0	2	0	0	0	685	//아틀란스부츠
290	-1	10	18	0	0	0	0	2	0	0	0	685	//그랜드소울장갑
290	-1	11	18	0	0	0	0	2	0	0	0	685	//그랜드소울부츠
290	-1	10	42	0	0	0	0	2	0	0	0	685	//데모닉장갑
290	-1	11	42	0	0	0	0	2	0	0	0	685	//데모닉부츠
290	-1	10	19	0	0	0	0	2	0	0	0	685	//홀리스프릿장갑
290	-1	10	27	0	0	0	0	2	0	0	0	685	//다크브리즌장갑
290	-1	10	16	0	0	0	0	2	0	0	0	685	//블랙드라곤장갑
290	-1	11	16	0	0	0	0	2	0	0	0	685	//블랙드라곤부츠
290	-1	14	31	0	0	0	0	0	0	0	0	2000	//수호보석
//리자드워리어 엑설런트													
290	-1	4	32	0	0	0	0	2	0	1	0	3	//전투화살통
290	-1	1	7	0	0	0	0	2	0	1	0	2	//라르칸도끼
290	-1	2	3	0	0	0	0	2	0	1	0	2	//그레이트해머
290	-1	4	4	0	0	0	0	2	0	1	0	2	//타이거보우
290	-1	4	12	0	0	0	0	2	0	1	0	2	//서펜트석궁
290	-1	0	5	0	0	0	0	2	0	1	0	2	//블레이드
290	-1	0	10	0	0	0	0	2	0	1	0	2	//빛의검
290	-1	0	11	0	0	0	0	2	0	1	0	2	//전설의검
290	-1	0	13	0	0	0	0	2	0	1	0	2	//더블블레이드
290	-1	0	15	0	0	0	0	2	0	1	0	2	//거대한검
290	-1	0	32	0	0	0	0	2	0	1	0	2	//세크리드글러브
290	-1	3	7	0	0	0	0	2	0	1	0	2	//버디슈
290	-1	3	0	0	0	0	0	2	0	1	0	2	//광선봉
290	-1	3	4	0	0	0	0	2	0	1	0	2	//서펜트스피어
290	-1	5	3	0	0	0	0	2	0	1	0	2	//번개지팡이
290	-1	5	4	0	0	0	0	2	0	1	0	2	//고르곤지팡이
290	-1	5	15	0	0	0	0	2	0	1	0	2	//바이올렌윈드스틱
290	-1	5	21	0	0	0	0	2	0	1	0	2	//사아무트의서
290	-1	6	5	0	0	0	0	2	0	1	0	3	//드래곤슬레이어방패
290	-1	6	8	0	0	0	0	2	0	1	0	3	//타워방패
290	-1	6	31	0	0	0	0	2	0	1	0	3	//알라크란실드
290	-1	6	11	0	0	0	0	2	0	1	0	3	//서펜트방패
290	-1	6	14	0	0	0	0	2	0	1	0	3	//전설의방패
290	-1	8	7	0	0	0	0	2	0	1	0	3	//스핑크스갑옷
290	-1	7	8	0	0	0	0	2	0	1	0	3	//황동헬멧
290	-1	8	8	0	0	0	0	2	0	1	0	3	//황동갑옷
290	-1	9	8	0	0	0	0	2	0	1	0	3	//황동바지
290	-1	7	13	0	0	0	0	2	0	1	0	3	//정령헬멧
290	-1	10	13	0	0	0	0	2	0	1	0	3	//정령장갑
290	-1	9	13	0	0	0	0	2	0	1	0	3	//정령바지
290	-1	11	13	0	0	0	0	2	0	1	0	3	//정령부츠
290	-1	7	92	0	0	0	0	2	0	1	0	3	//그루힐헬멧
290	-1	10	92	0	0	0	0	2	0	1	0	3	//그루힐장갑
290	-1	7	9	0	0	0	0	2	0	1	0	3	//철판헬멧
290	-1	8	9	0	0	0	0	2	0	1	0	3	//철판갑옷
290	-1	10	9	0	0	0	0	2	0	1	0	3	//철판장갑
290	-1	9	9	0	0	0	0	2	0	1	0	3	//철판바지
290	-1	11	9	0	0	0	0	2	0	1	0	3	//철판부츠
290	-1	7	25	0	0	0	0	2	0	1	0	3	//라운드마스크
290	-1	10	25	0	0	0	0	2	0	1	0	3	//라운드장갑
290	-1	9	25	0	0	0	0	2	0	1	0	3	//라운드바지
290	-1	11	25	0	0	0	0	2	0	1	0	3	//라운드부츠
290	-1	7	3	0	0	0	0	2	0	1	0	3	//전설의헬멧
290	-1	9	3	0	0	0	0	2	0	1	0	3	//전설의바지
290	-1	11	3	0	0	0	0	2	0	1	0	3	//전설의부츠
290	-1	7	40	0	0	0	0	2	0	1	0	3	//레드윙헬멧
290	-1	9	40	0	0	0	0	2	0	1	0	3	//레드윙바지
290	-1	11	40	0	0	0	0	2	0	1	0	3	//레드윙부츠
290	-1	11	59	0	0	0	0	2	0	1	0	3	//세크리드파이어부츠
290	-1	7	14	0	0	0	0	2	0	1	0	3	//수호헬멧
290	-1	10	14	0	0	0	0	2	0	1	0	3	//수호장갑
290	-1	11	14	0	0	0	0	2	0	1	0	3	//수호부츠
290	-1	10	1	0	0	0	0	2	0	1	0	3	//드라곤장갑
//포이즌골렘 84													180
293	-1	2	4	0	0	0	2	2	0	0	0	920	//크리스탈모닝스타
293	-1	4	13	0	0	0	2	2	0	0	0	920	//블루윙석궁
293	-1	4	14	0	0	0	2	2	0	0	0	920	//아쿠아골드석궁
293	-1	4	16	0	0	0	2	2	0	0	0	920	//세인트크로스석궁
293	-1	2	5	0	0	0	2	2	0	0	0	920	//크리스탈검
293	-1	0	16	0	0	0	2	2	0	0	0	920	//파괴의검
293	-1	0	33	0	0	0	2	2	0	0	0	920	//홀리스톰클로
293	-1	3	18	0	0	0	2	2	0	0	0	920	//알라크란랜스
293	-1	5	6	0	0	0	2	2	0	0	0	920	//부활의지팡이
293	-1	5	17	0	0	0	2	2	0	0	0	920	//에이션트스틱
293	-1	2	9	0	0	0	2	2	0	0	0	920	//마스터셉터
293	-1	2	10	0	0	0	2	2	0	0	0	920	//그레이트셉터
293	-1	6	16	0	0	0	2	2	0	0	0	920	//엘리멘탈방패
293	-1	6	21	0	0	0	2	2	0	0	0	920	//크로스실드
293	-1	6	30	0	0	0	2	2	0	0	0	920	//플루마실드
293	-1	6	15	0	0	0	2	2	0	0	0	920	//그랜드소울방패
293	-1	6	32	0	0	0	2	2	0	0	0	920	//비스실드
293	-1	8	59	0	0	0	0	2	0	0	0	920	//세크리드파이어갑옷
293	-1	7	26	0	0	0	0	2	0	0	0	920	//다크소울마스크
293	-1	8	26	0	0	0	0	2	0	0	0	920	//다크소울갑옷
293	-1	9	26	0	0	0	0	2	0	0	0	920	//다크소울바지
293	-1	7	93	0	0	0	0	2	0	0	0	920	//프린시헬멧
293	-1	8	93	0	0	0	0	2	0	0	0	920	//프린시갑옷
293	-1	9	93	0	0	0	0	2	0	0	0	920	//프린시바지
293	-1	7	34	0	0	0	0	2	0	0	0	920	//애쉬크로우헬멧
293	-1	8	34	0	0	0	0	2	0	0	0	920	//애쉬크로우갑옷
293	-1	9	34	0	0	0	0	2	0	0	0	920	//애쉬크로우바지
293	-1	11	34	0	0	0	0	2	0	0	0	920	//애쉬크로우부츠
293	-1	7	35	0	0	0	0	2	0	0	0	920	//이클립스헬멧
293	-1	8	35	0	0	0	0	2	0	0	0	920	//이클립스갑옷
293	-1	9	35	0	0	0	0	2	0	0	0	920	//이클립스바지
293	-1	11	35	0	0	0	0	2	0	0	0	920	//이클립스부츠
293	-1	7	36	0	0	0	0	2	0	0	0	920	//아이리스헬멧
293	-1	8	36	0	0	0	0	2	0	0	0	920	//아이리스갑옷
293	-1	9	36	0	0	0	0	2	0	0	0	920	//아이리스바지
293	-1	11	36	0	0	0	0	2	0	0	0	920	//아이리스부츠
293	-1	7	41	0	0	0	0	2	0	0	0	920	//에이션트헬멧
293	-1	8	41	0	0	0	0	2	0	0	0	920	//에이션트갑옷
293	-1	9	41	0	0	0	0	2	0	0	0	920	//에이션트바지
293	-1	7	60	0	0	0	0	2	0	0	0	920	//스톰자하드투구
293	-1	8	60	0	0	0	0	2	0	0	0	920	//스톰자하드갑옷
293	-1	9	60	0	0	0	0	2	0	0	0	920	//스톰자하드바지
293	-1	8	15	0	0	0	0	2	0	0	0	920	//아틀란스갑옷
293	-1	10	15	0	0	0	0	2	0	0	0	920	//아틀란스장갑
293	-1	9	15	0	0	0	0	2	0	0	0	920	//아틀란스바지
293	-1	11	15	0	0	0	0	2	0	0	0	920	//아틀란스부츠
293	-1	7	18	0	0	0	0	2	0	0	0	920	//그랜드소울헬멧
293	-1	10	18	0	0	0	0	2	0	0	0	920	//그랜드소울장갑
293	-1	11	18	0	0	0	0	2	0	0	0	920	//그랜드소울부츠
293	-1	7	42	0	0	0	0	2	0	0	0	920	//데모닉헬멧
293	-1	10	42	0	0	0	0	2	0	0	0	920	//데모닉장갑
293	-1	11	42	0	0	0	0	2	0	0	0	920	//데모닉부츠
293	-1	10	19	0	0	0	0	2	0	0	0	920	//홀리스프릿장갑
293	-1	11	19	0	0	0	0	2	0	0	0	920	//홀리스프릿부츠
293	-1	10	27	0	0	0	0	2	0	0	0	920	//다크브리즌장갑
293	-1	11	27	0	0	0	0	2	0	0	0	920	//다크브리즌부츠
293	-1	7	16	0	0	0	0	2	0	0	0	920	//블랙드라곤투구
293	-1	10	16	0	0	0	0	2	0	0	0	920	//블랙드라곤장갑
293	-1	9	16	0	0	0	0	2	0	0	0	920	//블랙드라곤바지
293	-1	11	16	0	0	0	0	2	0	0	0	920	//블랙드라곤부츠
293	-1	10	94	0	0	0	0	2	0	0	0	920	//히라트장갑
293	-1	10	95	0	0	0	0	2	0	0	0	920	//세이트장갑
293	-1	11	61	0	0	0	0	2	0	0	0	920	//피어싱그로브부츠
293	-1	10	24	0	0	0	0	2	0	0	0	920	//레드스프릿장갑
293	-1	14	31	0	0	0	0	0	0	0	0	2000	//수호보석
//포이즌골렘 엑설런트													
293	-1	4	32	0	0	0	0	2	0	1	0	2	//전투화살통
293	-1	1	7	0	0	0	0	2	0	1	0	2	//라르칸도끼
293	-1	1	8	0	0	0	0	2	0	1	0	2	//반월도끼
293	-1	4	12	0	0	0	0	2	0	1	0	2	//서펜트석궁
293	-1	4	5	0	0	0	0	2	0	1	0	2	//실버보우
293	-1	0	11	0	0	0	0	2	0	1	0	2	//전설의검
293	-1	0	13	0	0	0	0	2	0	1	0	2	//더블블레이드
293	-1	0	15	0	0	0	0	2	0	1	0	2	//거대한검
293	-1	0	32	0	0	0	0	2	0	1	0	2	//세크리드글러브
293	-1	0	12	0	0	0	0	2	0	1	0	2	//태양검
293	-1	3	0	0	0	0	0	2	0	1	0	2	//광선봉
293	-1	0	14	0	0	0	0	2	0	1	0	2	//번개검
293	-1	3	4	0	0	0	0	2	0	1	0	2	//서펜트스피어
293	-1	3	8	0	0	0	0	2	0	1	0	2	//그레이트사이드
293	-1	5	3	0	0	0	0	2	0	1	0	2	//번개지팡이
293	-1	5	4	0	0	0	0	2	0	1	0	2	//고르곤지팡이
293	-1	5	5	0	0	0	0	2	0	1	0	2	//전설의지팡이
293	-1	5	15	0	0	0	0	2	0	1	0	2	//바이올렌윈드스틱
293	-1	5	16	0	0	0	0	2	0	1	0	2	//레드윙스틱
293	-1	5	21	0	0	0	0	2	0	1	0	2	//사아무트의서
293	-1	5	22	0	0	0	0	2	0	1	0	2	//닐의서
293	-1	2	8	0	0	0	0	2	0	1	0	2	//배틀셉터
293	-1	6	11	0	0	0	0	2	0	1	0	3	//서펜트방패
293	-1	6	14	0	0	0	0	2	0	1	0	3	//전설의방패
293	-1	6	12	0	0	0	0	2	0	1	0	3	//브론즈방패
293	-1	9	13	0	0	0	0	2	0	1	0	3	//정령바지
293	-1	7	92	0	0	0	0	2	0	1	0	3	//그루힐헬멧
293	-1	9	92	0	0	0	0	2	0	1	0	3	//그루힐바지
293	-1	7	9	0	0	0	0	2	0	1	0	3	//철판헬멧
293	-1	8	9	0	0	0	0	2	0	1	0	3	//철판갑옷
293	-1	10	9	0	0	0	0	2	0	1	0	3	//철판장갑
293	-1	9	9	0	0	0	0	2	0	1	0	3	//철판바지
293	-1	11	9	0	0	0	0	2	0	1	0	3	//철판부츠
293	-1	7	25	0	0	0	0	2	0	1	0	3	//라운드마스크
293	-1	10	25	0	0	0	0	2	0	1	0	3	//라운드장갑
293	-1	9	25	0	0	0	0	2	0	1	0	3	//라운드바지
293	-1	11	25	0	0	0	0	2	0	1	0	3	//라운드부츠
293	-1	7	3	0	0	0	0	2	0	1	0	3	//전설의헬멧
293	-1	8	3	0	0	0	0	2	0	1	0	3	//전설의갑옷
293	-1	9	3	0	0	0	0	2	0	1	0	3	//전설의바지
293	-1	11	3	0	0	0	0	2	0	1	0	3	//전설의부츠
293	-1	7	40	0	0	0	0	2	0	1	0	3	//레드윙헬멧
293	-1	8	40	0	0	0	0	2	0	1	0	3	//레드윙갑옷
293	-1	9	40	0	0	0	0	2	0	1	0	3	//레드윙바지
293	-1	11	40	0	0	0	0	2	0	1	0	3	//레드윙부츠
293	-1	7	59	0	0	0	0	2	0	1	0	3	//세크리드파이어투구
293	-1	11	59	0	0	0	0	2	0	1	0	3	//세크리드파이어부츠
293	-1	7	14	0	0	0	0	2	0	1	0	3	//수호헬멧
293	-1	8	14	0	0	0	0	2	0	1	0	3	//수호갑옷
293	-1	10	14	0	0	0	0	2	0	1	0	3	//수호장갑
293	-1	9	14	0	0	0	0	2	0	1	0	3	//수호바지
293	-1	11	14	0	0	0	0	2	0	1	0	3	//수호부츠
293	-1	7	1	0	0	0	0	2	0	1	0	3	//드라곤투구
293	-1	8	1	0	0	0	0	2	0	1	0	3	//드라곤갑옷
293	-1	10	1	0	0	0	0	2	0	1	0	3	//드라곤장갑
293	-1	9	1	0	0	0	0	2	0	1	0	3	//드라곤바지
293	-1	11	1	0	0	0	0	2	0	1	0	3	//드라곤부츠
293	-1	10	26	0	0	0	0	2	0	1	0	3	//다크소울장갑
//퀸비 92													180
292	-1	2	7	0	0	0	2	2	0	0	0	933	//엘리멘탈메이스
292	-1	4	16	0	0	0	2	2	0	0	0	933	//세인트크로스석궁
292	-1	4	17	0	0	0	2	2	0	0	0	933	//홀리사이트보우
292	-1	0	16	0	0	0	2	2	0	0	0	933	//파괴의검
292	-1	0	33	0	0	0	2	2	0	0	0	933	//홀리스톰클로
292	-1	3	15	0	0	0	2	2	0	0	0	933	//플루마랜스
292	-1	3	16	0	0	0	2	2	0	0	0	933	//비스랜스
292	-1	3	10	0	0	0	2	2	0	0	0	933	//드라곤스피어
292	-1	5	8	0	0	0	2	2	0	0	0	933	//파멸의지팡이
292	-1	5	17	0	0	0	2	2	0	0	0	933	//에이션트스틱
292	-1	2	10	0	0	0	2	2	0	0	0	933	//그레이트셉터
