//////////////////////////////////////////////////////////////////////////////////////												
// [葱矫胶 龋荐]	EachMonsterBag113											
// [ Start  ] 	2016-07-28											
// [ Latest ]	2016-07-28 12:07											
// [ Author ]	冠驱柳											
// [ Version ]	0.0.0.1											
// [ Text ]	葱矫胶 龋荐 靛酚酒捞袍 汲沥											
// [ Desc ]	甘俊 免泅窍绰 阁胶磐 喊肺 靛酚窍绰 酒捞袍 府胶飘甫 累己窍绰 胶农赋飘											
//////////////////////////////////////////////////////////////////////////////////////												
												
//荤成 付府 荐	32400											
												
//阁胶磐 牢郸胶	阁胶磐 加己	酒捞袍 鸥涝	酒捞袍 牢郸胶	弥家饭骇	弥措饭骇	俺荐	胶懦	青款	眠啊可记	竣汲繁飘 	加己 酒捞袍	犬伏 (1/1000000)
743	-1	7	61	0	0	0	0	2	0	1	0	1
743	-1	9	61	0	0	0	0	2	0	1	0	1
743	-1	11	61	0	0	0	0	2	0	1	0	1
743	-1	7	17	0	0	0	0	2	0	1	0	1
743	-1	8	17	0	0	0	0	2	0	1	0	1
743	-1	10	17	0	0	0	0	2	0	1	0	1
743	-1	9	17	0	0	0	0	2	0	1	0	1
743	-1	11	17	0	0	0	0	2	0	1	0	1
743	-1	10	22	0	0	0	0	2	0	1	0	1
743	-1	11	22	0	0	0	0	2	0	1	0	1
743	-1	10	20	0	0	0	0	2	0	1	0	1
743	-1	9	20	0	0	0	0	2	0	1	0	1
743	-1	11	20	0	0	0	0	2	0	1	0	1
743	-1	10	28	0	0	0	0	2	0	1	0	1
743	-1	11	28	0	0	0	0	2	0	1	0	1
743	-1	10	37	0	0	0	0	2	0	1	0	1
743	-1	11	37	0	0	0	0	2	0	1	0	1
743	-1	7	38	0	0	0	0	2	0	1	0	1
743	-1	10	38	0	0	0	0	2	0	1	0	1
743	-1	11	38	0	0	0	0	2	0	1	0	1
743	-1	7	24	0	0	0	0	2	0	1	0	1
743	-1	10	24	0	0	0	0	2	0	1	0	1
743	-1	9	24	0	0	0	0	2	0	1	0	1
743	-1	11	24	0	0	0	0	2	0	1	0	1
743	-1	11	21	0	0	0	0	2	0	1	0	1
743	-1	10	21	0	0	0	0	2	0	1	0	1
//颇扼墨 3瞒付胶磐府 规绢备(圈府浚俩) 竣汲繁飘												
//		何明										
//		圈府浚俩何明 (公可记)										
743	-1	11	150	0	0	0	0	0	0	1	0	1
743	-1	11	151	0	0	0	0	0	0	1	0	1
743	-1	11	152	0	0	0	0	0	0	1	0	1
743	-1	11	153	0	0	0	0	0	0	1	0	1
743	-1	11	154	0	0	0	0	0	0	1	0	1
743	-1	11	155	0	0	0	0	0	0	1	0	1
743	-1	11	156	0	0	0	0	0	0	1	0	1
743	-1	11	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩何明 (可记)										
743	-1	11	150	0	0	0	0	0	1	1	0	1
743	-1	11	151	0	0	0	0	0	1	1	0	1
743	-1	11	152	0	0	0	0	0	1	1	0	1
743	-1	11	153	0	0	0	0	0	1	1	0	1
743	-1	11	154	0	0	0	0	0	1	1	0	1
743	-1	11	155	0	0	0	0	0	1	1	0	1
743	-1	11	156	0	0	0	0	0	1	1	0	1
743	-1	11	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩何明 (公可记/青款)										
743	-1	11	150	0	0	0	0	1	0	1	0	1
743	-1	11	151	0	0	0	0	1	0	1	0	1
743	-1	11	152	0	0	0	0	1	0	1	0	1
743	-1	11	153	0	0	0	0	1	0	1	0	1
743	-1	11	154	0	0	0	0	1	0	1	0	1
743	-1	11	155	0	0	0	0	1	0	1	0	1
743	-1	11	156	0	0	0	0	1	0	1	0	1
743	-1	11	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩何明 (可记/青款)										
743	-1	11	150	0	0	0	0	1	1	1	0	1
743	-1	11	151	0	0	0	0	1	1	1	0	1
743	-1	11	152	0	0	0	0	1	1	1	0	1
743	-1	11	153	0	0	0	0	1	1	1	0	1
743	-1	11	154	0	0	0	0	1	1	1	0	1
743	-1	11	155	0	0	0	0	1	1	1	0	1
743	-1	11	156	0	0	0	0	1	1	1	0	1
743	-1	11	157	0	0	0	0	1	1	1	0	1
//		厘癌										
//		圈府浚俩厘癌 (公可记)										
743	-1	10	150	0	0	0	0	0	0	1	0	1
743	-1	10	151	0	0	0	0	0	0	1	0	1
743	-1	10	152	0	0	0	0	0	0	1	0	1
743	-1	10	153	0	0	0	0	0	0	1	0	1
743	-1	10	154	0	0	0	0	0	0	1	0	1
743	-1	10	155	0	0	0	0	0	0	1	0	1
//743	-1	10	156	0	0	0	0	0	0	1	0	1
743	-1	10	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩厘癌 (可记)										
743	-1	10	150	0	0	0	0	0	1	1	0	1
743	-1	10	151	0	0	0	0	0	1	1	0	1
743	-1	10	152	0	0	0	0	0	1	1	0	1
743	-1	10	153	0	0	0	0	0	1	1	0	1
743	-1	10	154	0	0	0	0	0	1	1	0	1
743	-1	10	155	0	0	0	0	0	1	1	0	1
//743	-1	10	156	0	0	0	0	0	1	1	0	1
743	-1	10	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩厘癌 (公可记/青款)										
743	-1	10	150	0	0	0	0	1	0	1	0	1
743	-1	10	151	0	0	0	0	1	0	1	0	1
743	-1	10	152	0	0	0	0	1	0	1	0	1
743	-1	10	153	0	0	0	0	1	0	1	0	1
743	-1	10	154	0	0	0	0	1	0	1	0	1
743	-1	10	155	0	0	0	0	1	0	1	0	1
//743	-1	10	156	0	0	0	0	1	0	1	0	1
743	-1	10	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩厘癌 (可记/青款)										
743	-1	10	150	0	0	0	0	1	1	1	0	1
743	-1	10	151	0	0	0	0	1	1	1	0	1
743	-1	10	152	0	0	0	0	1	1	1	0	1
743	-1	10	153	0	0	0	0	1	1	1	0	1
743	-1	10	154	0	0	0	0	1	1	1	0	1
743	-1	10	155	0	0	0	0	1	1	1	0	1
//743	-1	10	156	0	0	0	0	1	1	1	0	1
743	-1	10	157	0	0	0	0	1	1	1	0	1
//		捧备										
//		圈府浚俩捧备 (公可记)										
743	-1	7	150	0	0	0	0	0	0	1	0	1
743	-1	7	151	0	0	0	0	0	0	1	0	1
743	-1	7	152	0	0	0	0	0	0	1	0	1
743	-1	7	153	0	0	0	0	0	0	1	0	1
//743	-1	7	154	0	0	0	0	0	0	1	0	1
743	-1	7	155	0	0	0	0	0	0	1	0	1
743	-1	7	156	0	0	0	0	0	0	1	0	1
743	-1	7	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩捧备 (可记)										
743	-1	7	150	0	0	0	0	0	1	1	0	1
743	-1	7	151	0	0	0	0	0	1	1	0	1
743	-1	7	152	0	0	0	0	0	1	1	0	1
743	-1	7	153	0	0	0	0	0	1	1	0	1
//743	-1	7	154	0	0	0	0	0	1	1	0	1
743	-1	7	155	0	0	0	0	0	1	1	0	1
743	-1	7	156	0	0	0	0	0	1	1	0	1
743	-1	7	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩捧备 (公可记/青款)										
743	-1	7	150	0	0	0	0	1	0	1	0	1
743	-1	7	151	0	0	0	0	1	0	1	0	1
743	-1	7	152	0	0	0	0	1	0	1	0	1
743	-1	7	153	0	0	0	0	1	0	1	0	1
//743	-1	7	154	0	0	0	0	1	0	1	0	1
743	-1	7	155	0	0	0	0	1	0	1	0	1
743	-1	7	156	0	0	0	0	1	0	1	0	1
743	-1	7	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩捧备 (可记/青款)										
743	-1	7	150	0	0	0	0	1	1	1	0	1
743	-1	7	151	0	0	0	0	1	1	1	0	1
743	-1	7	152	0	0	0	0	1	1	1	0	1
743	-1	7	153	0	0	0	0	1	1	1	0	1
//743	-1	7	154	0	0	0	0	1	1	1	0	1
743	-1	7	155	0	0	0	0	1	1	1	0	1
743	-1	7	156	0	0	0	0	1	1	1	0	1
743	-1	7	157	0	0	0	0	1	1	1	0	1
//		官瘤										
//		圈府浚俩官瘤 (公可记)										
743	-1	9	150	0	0	0	0	0	0	1	0	1
743	-1	9	151	0	0	0	0	0	0	1	0	1
743	-1	9	152	0	0	0	0	0	0	1	0	1
743	-1	9	153	0	0	0	0	0	0	1	0	1
743	-1	9	154	0	0	0	0	0	0	1	0	1
743	-1	9	155	0	0	0	0	0	0	1	0	1
743	-1	9	156	0	0	0	0	0	0	1	0	1
743	-1	9	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩官瘤 (可记)										
743	-1	9	150	0	0	0	0	0	1	1	0	1
743	-1	9	151	0	0	0	0	0	1	1	0	1
743	-1	9	152	0	0	0	0	0	1	1	0	1
743	-1	9	153	0	0	0	0	0	1	1	0	1
743	-1	9	154	0	0	0	0	0	1	1	0	1
743	-1	9	155	0	0	0	0	0	1	1	0	1
743	-1	9	156	0	0	0	0	0	1	1	0	1
743	-1	9	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩官瘤 (公可记/青款)										
743	-1	9	150	0	0	0	0	1	0	1	0	1
743	-1	9	151	0	0	0	0	1	0	1	0	1
743	-1	9	152	0	0	0	0	1	0	1	0	1
743	-1	9	153	0	0	0	0	1	0	1	0	1
743	-1	9	154	0	0	0	0	1	0	1	0	1
743	-1	9	155	0	0	0	0	1	0	1	0	1
743	-1	9	156	0	0	0	0	1	0	1	0	1
743	-1	9	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩官瘤 (可记/青款)										
743	-1	9	150	0	0	0	0	1	1	1	0	1
743	-1	9	151	0	0	0	0	1	1	1	0	1
743	-1	9	152	0	0	0	0	1	1	1	0	1
743	-1	9	153	0	0	0	0	1	1	1	0	1
743	-1	9	154	0	0	0	0	1	1	1	0	1
743	-1	9	155	0	0	0	0	1	1	1	0	1
743	-1	9	156	0	0	0	0	1	1	1	0	1
743	-1	9	157	0	0	0	0	1	1	1	0	1
//		癌渴										
//		圈府浚俩癌渴 (公可记)										
743	-1	8	150	0	0	0	0	0	0	1	0	1
743	-1	8	151	0	0	0	0	0	0	1	0	1
743	-1	8	152	0	0	0	0	0	0	1	0	1
743	-1	8	153	0	0	0	0	0	0	1	0	1
743	-1	8	154	0	0	0	0	0	0	1	0	1
743	-1	8	155	0	0	0	0	0	0	1	0	1
743	-1	8	156	0	0	0	0	0	0	1	0	1
743	-1	8	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩癌渴 (可记)										
743	-1	8	150	0	0	0	0	0	1	1	0	1
743	-1	8	151	0	0	0	0	0	1	1	0	1
743	-1	8	152	0	0	0	0	0	1	1	0	1
743	-1	8	153	0	0	0	0	0	1	1	0	1
743	-1	8	154	0	0	0	0	0	1	1	0	1
743	-1	8	155	0	0	0	0	0	1	1	0	1
743	-1	8	156	0	0	0	0	0	1	1	0	1
743	-1	8	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩癌渴 (公可记/青款)										
743	-1	8	150	0	0	0	0	1	0	1	0	1
743	-1	8	151	0	0	0	0	1	0	1	0	1
743	-1	8	152	0	0	0	0	1	0	1	0	1
743	-1	8	153	0	0	0	0	1	0	1	0	1
743	-1	8	154	0	0	0	0	1	0	1	0	1
743	-1	8	155	0	0	0	0	1	0	1	0	1
743	-1	8	156	0	0	0	0	1	0	1	0	1
743	-1	8	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩癌渴 (可记/青款)										
743	-1	8	150	0	0	0	0	1	1	1	0	1
743	-1	8	151	0	0	0	0	1	1	1	0	1
743	-1	8	152	0	0	0	0	1	1	1	0	1
743	-1	8	153	0	0	0	0	1	1	1	0	1
743	-1	8	154	0	0	0	0	1	1	1	0	1
743	-1	8	155	0	0	0	0	1	1	1	0	1
743	-1	8	156	0	0	0	0	1	1	1	0	1
743	-1	8	157	0	0	0	0	1	1	1	0	1
// 官胶虐 744 (monsterlevel 127)												
744	-1	4	22	0	0	0	2	2	0	0	0	13934
744	-1	0	24	0	0	0	2	2	0	0	0	13934
744	-1	0	25	0	0	0	2	2	0	0	0	13934
744	-1	5	13	0	0	0	2	2	0	0	0	13934
744	-1	2	15	0	0	0	2	2	0	0	0	13934
744	-1	8	21	0	0	0	0	2	0	0	0	13934
744	-1	9	21	0	0	0	0	2	0	0	0	13934
744	-1	8	24	0	0	0	0	2	0	0	0	13934
744	-1	9	23	0	0	0	0	2	0	0	0	13934
744	-1	11	23	0	0	0	0	2	0	0	0	13934
744	-1	8	28	0	0	0	0	2	0	0	0	13934
744	-1	9	28	0	0	0	0	2	0	0	0	13934
744	-1	7	22	0	0	0	0	2	0	0	0	13934
744	-1	8	22	0	0	0	0	2	0	0	0	13934
744	-1	9	22	0	0	0	0	2	0	0	0	13934
//加己 酒捞袍												
744	-1	12	203	0	0	0	0	0	0	0	1	100
744	-1	12	217	0	0	0	0	0	0	0	1	100
744	-1	12	205	0	0	0	0	0	0	0	1	100
744	-1	12	207	0	0	0	0	0	0	0	1	100
744	-1	12	144	0	0	0	0	0	0	0	1	1200
//葱矫胶 龋荐 焊胶粮 涝厘鼻												
//744	-1	14	390	0	0	0	0	2	0	0	0	120
//官胶虐 竣汲繁飘												
744	-1	2	7	0	0	0	0	2	0	1	0	1
744	-1	4	16	0	0	0	0	2	0	1	0	1
744	-1	4	17	0	0	0	0	2	0	1	0	1
744	-1	4	19	0	0	0	0	2	0	1	0	1
744	-1	0	31	0	0	0	0	2	0	1	0	1
744	-1	3	15	0	0	0	0	2	0	1	0	1
744	-1	3	16	0	0	0	0	2	0	1	0	1
744	-1	3	10	0	0	0	0	2	0	1	0	1
744	-1	5	8	0	0	0	0	2	0	1	0	1
744	-1	5	9	0	0	0	0	2	0	1	0	1
744	-1	5	18	0	0	0	0	2	0	1	0	1
744	-1	2	11	0	0	0	0	2	0	1	0	1
744	-1	8	18	0	0	0	0	2	0	1	0	1
744	-1	9	18	0	0	0	0	2	0	1	0	1
744	-1	8	42	0	0	0	0	2	0	1	0	1
744	-1	9	42	0	0	0	0	2	0	1	0	1
744	-1	7	19	0	0	0	0	2	0	1	0	1
744	-1	8	19	0	0	0	0	2	0	1	0	1
744	-1	9	19	0	0	0	0	2	0	1	0	1
744	-1	7	27	0	0	0	0	2	0	1	0	1
744	-1	8	27	0	0	0	0	2	0	1	0	1
744	-1	9	27	0	0	0	0	2	0	1	0	1
744	-1	8	16	0	0	0	0	2	0	1	0	1
744	-1	9	16	0	0	0	0	2	0	1	0	1
744	-1	7	94	0	0	0	0	2	0	1	0	1
744	-1	8	94	0	0	0	0	2	0	1	0	1
744	-1	9	94	0	0	0	0	2	0	1	0	1
744	-1	11	94	0	0	0	0	2	0	1	0	1
744	-1	7	95	0	0	0	0	2	0	1	0	1
744	-1	8	95	0	0	0	0	2	0	1	0	1
744	-1	9	95	0	0	0	0	2	0	1	0	1
744	-1	11	95	0	0	0	0	2	0	1	0	1
744	-1	7	61	0	0	0	0	2	0	1	0	1
744	-1	8	61	0	0	0	0	2	0	1	0	1
744	-1	9	61	0	0	0	0	2	0	1	0	1
744	-1	7	17	0	0	0	0	2	0	1	0	1
744	-1	8	17	0	0	0	0	2	0	1	0	1
744	-1	10	17	0	0	0	0	2	0	1	0	1
744	-1	9	17	0	0	0	0	2	0	1	0	1
744	-1	11	17	0	0	0	0	2	0	1	0	1
744	-1	10	22	0	0	0	0	2	0	1	0	1
744	-1	11	22	0	0	0	0	2	0	1	0	1
744	-1	10	20	0	0	0	0	2	0	1	0	1
744	-1	9	20	0	0	0	0	2	0	1	0	1
744	-1	11	20	0	0	0	0	2	0	1	0	1
744	-1	10	28	0	0	0	0	2	0	1	0	1
744	-1	11	28	0	0	0	0	2	0	1	0	1
744	-1	10	37	0	0	0	0	2	0	1	0	1
744	-1	9	37	0	0	0	0	2	0	1	0	1
744	-1	11	37	0	0	0	0	2	0	1	0	1
744	-1	7	38	0	0	0	0	2	0	1	0	1
744	-1	10	38	0	0	0	0	2	0	1	0	1
744	-1	9	38	0	0	0	0	2	0	1	0	1
744	-1	11	38	0	0	0	0	2	0	1	0	1
744	-1	7	24	0	0	0	0	2	0	1	0	1
744	-1	10	24	0	0	0	0	2	0	1	0	1
744	-1	9	24	0	0	0	0	2	0	1	0	1
744	-1	11	24	0	0	0	0	2	0	1	0	1
744	-1	10	23	0	0	0	0	2	0	1	0	1
744	-1	11	21	0	0	0	0	2	0	1	0	1
744	-1	10	21	0	0	0	0	2	0	1	0	1
//官胶虐 3瞒付胶磐府 规绢备(圈府浚俩) 竣汲繁飘												
//		何明										
//		圈府浚俩何明 (公可记)										
744	-1	11	150	0	0	0	0	0	0	1	0	1
744	-1	11	151	0	0	0	0	0	0	1	0	1
744	-1	11	152	0	0	0	0	0	0	1	0	1
744	-1	11	153	0	0	0	0	0	0	1	0	1
744	-1	11	154	0	0	0	0	0	0	1	0	1
744	-1	11	155	0	0	0	0	0	0	1	0	1
744	-1	11	156	0	0	0	0	0	0	1	0	1
744	-1	11	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩何明 (可记)										
744	-1	11	150	0	0	0	0	0	1	1	0	1
744	-1	11	151	0	0	0	0	0	1	1	0	1
744	-1	11	152	0	0	0	0	0	1	1	0	1
744	-1	11	153	0	0	0	0	0	1	1	0	1
744	-1	11	154	0	0	0	0	0	1	1	0	1
744	-1	11	155	0	0	0	0	0	1	1	0	1
744	-1	11	156	0	0	0	0	0	1	1	0	1
744	-1	11	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩何明 (公可记/青款)										
744	-1	11	150	0	0	0	0	1	0	1	0	1
744	-1	11	151	0	0	0	0	1	0	1	0	1
744	-1	11	152	0	0	0	0	1	0	1	0	1
744	-1	11	153	0	0	0	0	1	0	1	0	1
744	-1	11	154	0	0	0	0	1	0	1	0	1
744	-1	11	155	0	0	0	0	1	0	1	0	1
744	-1	11	156	0	0	0	0	1	0	1	0	1
744	-1	11	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩何明 (可记/青款)										
744	-1	11	150	0	0	0	0	1	1	1	0	1
744	-1	11	151	0	0	0	0	1	1	1	0	1
744	-1	11	152	0	0	0	0	1	1	1	0	1
744	-1	11	153	0	0	0	0	1	1	1	0	1
744	-1	11	154	0	0	0	0	1	1	1	0	1
744	-1	11	155	0	0	0	0	1	1	1	0	1
744	-1	11	156	0	0	0	0	1	1	1	0	1
744	-1	11	157	0	0	0	0	1	1	1	0	1
//		厘癌										
//		圈府浚俩厘癌 (公可记)										
744	-1	10	150	0	0	0	0	0	0	1	0	1
744	-1	10	151	0	0	0	0	0	0	1	0	1
744	-1	10	152	0	0	0	0	0	0	1	0	1
744	-1	10	153	0	0	0	0	0	0	1	0	1
744	-1	10	154	0	0	0	0	0	0	1	0	1
744	-1	10	155	0	0	0	0	0	0	1	0	1
//744	-1	10	156	0	0	0	0	0	0	1	0	1
744	-1	10	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩厘癌 (可记)										
744	-1	10	150	0	0	0	0	0	1	1	0	1
744	-1	10	151	0	0	0	0	0	1	1	0	1
744	-1	10	152	0	0	0	0	0	1	1	0	1
744	-1	10	153	0	0	0	0	0	1	1	0	1
744	-1	10	154	0	0	0	0	0	1	1	0	1
744	-1	10	155	0	0	0	0	0	1	1	0	1
//744	-1	10	156	0	0	0	0	0	1	1	0	1
744	-1	10	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩厘癌 (公可记/青款)										
744	-1	10	150	0	0	0	0	1	0	1	0	1
744	-1	10	151	0	0	0	0	1	0	1	0	1
744	-1	10	152	0	0	0	0	1	0	1	0	1
744	-1	10	153	0	0	0	0	1	0	1	0	1
744	-1	10	154	0	0	0	0	1	0	1	0	1
744	-1	10	155	0	0	0	0	1	0	1	0	1
//744	-1	10	156	0	0	0	0	1	0	1	0	1
744	-1	10	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩厘癌 (可记/青款)										
744	-1	10	150	0	0	0	0	1	1	1	0	1
744	-1	10	151	0	0	0	0	1	1	1	0	1
744	-1	10	152	0	0	0	0	1	1	1	0	1
744	-1	10	153	0	0	0	0	1	1	1	0	1
744	-1	10	154	0	0	0	0	1	1	1	0	1
744	-1	10	155	0	0	0	0	1	1	1	0	1
//744	-1	10	156	0	0	0	0	1	1	1	0	1
744	-1	10	157	0	0	0	0	1	1	1	0	1
//		捧备										
//		圈府浚俩捧备 (公可记)										
744	-1	7	150	0	0	0	0	0	0	1	0	1
744	-1	7	151	0	0	0	0	0	0	1	0	1
744	-1	7	152	0	0	0	0	0	0	1	0	1
744	-1	7	153	0	0	0	0	0	0	1	0	1
//744	-1	7	154	0	0	0	0	0	0	1	0	1
744	-1	7	155	0	0	0	0	0	0	1	0	1
744	-1	7	156	0	0	0	0	0	0	1	0	1
744	-1	7	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩捧备 (可记)										
744	-1	7	150	0	0	0	0	0	1	1	0	1
744	-1	7	151	0	0	0	0	0	1	1	0	1
744	-1	7	152	0	0	0	0	0	1	1	0	1
744	-1	7	153	0	0	0	0	0	1	1	0	1
//744	-1	7	154	0	0	0	0	0	1	1	0	1
744	-1	7	155	0	0	0	0	0	1	1	0	1
744	-1	7	156	0	0	0	0	0	1	1	0	1
744	-1	7	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩捧备 (公可记/青款)										
744	-1	7	150	0	0	0	0	1	0	1	0	1
744	-1	7	151	0	0	0	0	1	0	1	0	1
744	-1	7	152	0	0	0	0	1	0	1	0	1
744	-1	7	153	0	0	0	0	1	0	1	0	1
//744	-1	7	154	0	0	0	0	1	0	1	0	1
744	-1	7	155	0	0	0	0	1	0	1	0	1
744	-1	7	156	0	0	0	0	1	0	1	0	1
744	-1	7	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩捧备 (可记/青款)										
744	-1	7	150	0	0	0	0	1	1	1	0	1
744	-1	7	151	0	0	0	0	1	1	1	0	1
744	-1	7	152	0	0	0	0	1	1	1	0	1
744	-1	7	153	0	0	0	0	1	1	1	0	1
//744	-1	7	154	0	0	0	0	1	1	1	0	1
744	-1	7	155	0	0	0	0	1	1	1	0	1
744	-1	7	156	0	0	0	0	1	1	1	0	1
744	-1	7	157	0	0	0	0	1	1	1	0	1
//		官瘤										
//		圈府浚俩官瘤 (公可记)										
744	-1	9	150	0	0	0	0	0	0	1	0	1
744	-1	9	151	0	0	0	0	0	0	1	0	1
744	-1	9	152	0	0	0	0	0	0	1	0	1
744	-1	9	153	0	0	0	0	0	0	1	0	1
744	-1	9	154	0	0	0	0	0	0	1	0	1
744	-1	9	155	0	0	0	0	0	0	1	0	1
744	-1	9	156	0	0	0	0	0	0	1	0	1
744	-1	9	157	0	0	0	0	0	0	1	0	1
//		圈府浚俩官瘤 (可记)										
744	-1	9	150	0	0	0	0	0	1	1	0	1
744	-1	9	151	0	0	0	0	0	1	1	0	1
744	-1	9	152	0	0	0	0	0	1	1	0	1
744	-1	9	153	0	0	0	0	0	1	1	0	1
744	-1	9	154	0	0	0	0	0	1	1	0	1
744	-1	9	155	0	0	0	0	0	1	1	0	1
744	-1	9	156	0	0	0	0	0	1	1	0	1
744	-1	9	157	0	0	0	0	0	1	1	0	1
//		圈府浚俩官瘤 (公可记/青款)										
744	-1	9	150	0	0	0	0	1	0	1	0	1
744	-1	9	151	0	0	0	0	1	0	1	0	1
744	-1	9	152	0	0	0	0	1	0	1	0	1
744	-1	9	153	0	0	0	0	1	0	1	0	1
744	-1	9	154	0	0	0	0	1	0	1	0	1
744	-1	9	155	0	0	0	0	1	0	1	0	1
744	-1	9	156	0	0	0	0	1	0	1	0	1
744	-1	9	157	0	0	0	0	1	0	1	0	1
//		圈府浚俩官瘤 (可记/青款)										
744	-1	9	150	0	0	0	0	1	1	1	0	1
744	-1	9	151	0	0	0	0	1	1	1	0	1
