//////////////////////////////////////////////////////////////////////////////////////												
// [블러드캐슬4]	EachMonsterBag14											
// [ Start  ] 	2015-03-20											
// [ Latest ]	2015-03-20 17:26											
// [ Author ]	박혜진											
// [ Version ]	0.0.0.1											
// [ Text ]												
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트											
//////////////////////////////////////////////////////////////////////////////////////												
//참여 횟수	1											
//몬스터 명	오크전사4		오크궁수 4	흑해골전사4	자이언트오거4	붉은해골기사4	마법해골4					
//사냥 수	100		100	50	50	10	10					
//참여 횟수*사냥 수	몬스터 속성	100	100	50	50	10	10					
//몬스터 인덱스		아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)
//오크전사4												
113	-1	10	19	0	0	0	0	2	0	1	0	96
113	-1	9	19	0	0	0	0	2	0	1	0	96
113	-1	11	19	0	0	0	0	2	0	1	0	96
113	-1	7	27	0	0	0	0	2	0	1	0	96
113	-1	8	27	0	0	0	0	2	0	1	0	96
113	-1	10	27	0	0	0	0	2	0	1	0	96
113	-1	9	27	0	0	0	0	2	0	1	0	96
113	-1	11	27	0	0	0	0	2	0	1	0	96
113	-1	8	37	0	0	0	0	2	0	1	0	96
113	-1	10	37	0	0	0	0	2	0	1	0	96
113	-1	9	37	0	0	0	0	2	0	1	0	96
113	-1	11	37	0	0	0	0	2	0	1	0	96
113	-1	7	61	0	0	0	0	2	0	1	0	96
113	-1	8	61	0	0	0	0	2	0	1	0	96
113	-1	9	61	0	0	0	0	2	0	1	0	96
113	-1	11	61	0	0	0	0	2	0	1	0	96
113	-1	7	95	0	0	0	0	2	0	1	0	96
113	-1	8	95	0	0	0	0	2	0	1	0	96
113	-1	10	95	0	0	0	0	2	0	1	0	96
113	-1	9	95	0	0	0	0	2	0	1	0	96
113	-1	11	95	0	0	0	0	2	0	1	0	96
113	-1	7	94	0	0	0	0	2	0	1	0	96
113	-1	8	94	0	0	0	0	2	0	1	0	96
113	-1	10	94	0	0	0	0	2	0	1	0	96
113	-1	9	94	0	0	0	0	2	0	1	0	96
113	-1	11	94	0	0	0	0	2	0	1	0	96
//오크궁수4												
114	-1	2	7	0	0	0	0	2	0	1	0	96
114	-1	4	16	0	0	0	0	2	0	1	0	96
114	-1	4	17	0	0	0	0	2	0	1	0	96
114	-1	0	16	0	0	0	0	2	0	1	0	96
114	-1	0	17	0	0	0	0	2	0	1	0	96
114	-1	0	18	0	0	0	0	2	0	1	0	96
114	-1	3	15	0	0	0	0	2	0	1	0	96
114	-1	3	16	0	0	0	0	2	0	1	0	96
114	-1	5	8	0	0	0	0	2	0	1	0	96
114	-1	2	11	0	0	0	0	2	0	1	0	96
114	-1	6	16	0	0	0	0	2	0	1	0	96
114	-1	6	30	0	0	0	0	2	0	1	0	96
114	-1	6	32	0	0	0	0	2	0	1	0	96
114	-1	6	15	0	0	0	0	2	0	1	0	96
114	-1	7	16	0	0	0	0	2	0	1	0	96
114	-1	8	16	0	0	0	0	2	0	1	0	96
114	-1	10	16	0	0	0	0	2	0	1	0	96
114	-1	9	16	0	0	0	0	2	0	1	0	96
114	-1	11	16	0	0	0	0	2	0	1	0	96
114	-1	7	18	0	0	0	0	2	0	1	0	96
114	-1	8	18	0	0	0	0	2	0	1	0	96
114	-1	10	18	0	0	0	0	2	0	1	0	96
114	-1	9	18	0	0	0	0	2	0	1	0	96
114	-1	11	18	0	0	0	0	2	0	1	0	96
114	-1	7	19	0	0	0	0	2	0	1	0	96
114	-1	8	19	0	0	0	0	2	0	1	0	96
114	-1	10	19	0	0	0	0	2	0	1	0	96
114	-1	9	19	0	0	0	0	2	0	1	0	96
114	-1	11	19	0	0	0	0	2	0	1	0	96
114	-1	7	27	0	0	0	0	2	0	1	0	96
114	-1	8	27	0	0	0	0	2	0	1	0	96
114	-1	10	27	0	0	0	0	2	0	1	0	96
114	-1	9	27	0	0	0	0	2	0	1	0	96
114	-1	11	27	0	0	0	0	2	0	1	0	96
114	-1	8	37	0	0	0	0	2	0	1	0	96
114	-1	10	37	0	0	0	0	2	0	1	0	96
114	-1	9	37	0	0	0	0	2	0	1	0	96
114	-1	11	37	0	0	0	0	2	0	1	0	96
114	-1	7	61	0	0	0	0	2	0	1	0	96
114	-1	8	61	0	0	0	0	2	0	1	0	96
114	-1	9	61	0	0	0	0	2	0	1	0	96
114	-1	11	61	0	0	0	0	2	0	1	0	96
114	-1	7	95	0	0	0	0	2	0	1	0	96
114	-1	8	95	0	0	0	0	2	0	1	0	96
114	-1	10	95	0	0	0	0	2	0	1	0	96
114	-1	9	95	0	0	0	0	2	0	1	0	96
114	-1	11	95	0	0	0	0	2	0	1	0	96
114	-1	7	94	0	0	0	0	2	0	1	0	96
114	-1	8	94	0	0	0	0	2	0	1	0	96
114	-1	10	94	0	0	0	0	2	0	1	0	96
114	-1	9	94	0	0	0	0	2	0	1	0	96
114	-1	11	94	0	0	0	0	2	0	1	0	96
//흑해골전사4												
115	-1	2	7	0	0	0	0	2	0	1	0	192
115	-1	4	16	0	0	0	0	2	0	1	0	192
115	-1	4	17	0	0	0	0	2	0	1	0	192
115	-1	0	16	0	0	0	0	2	0	1	0	192
115	-1	0	17	0	0	0	0	2	0	1	0	192
115	-1	0	18	0	0	0	0	2	0	1	0	192
115	-1	3	15	0	0	0	0	2	0	1	0	192
115	-1	3	16	0	0	0	0	2	0	1	0	192
115	-1	5	8	0	0	0	0	2	0	1	0	192
115	-1	2	11	0	0	0	0	2	0	1	0	192
115	-1	6	16	0	0	0	0	2	0	1	0	192
115	-1	6	30	0	0	0	0	2	0	1	0	192
115	-1	6	32	0	0	0	0	2	0	1	0	192
115	-1	6	15	0	0	0	0	2	0	1	0	192
115	-1	7	16	0	0	0	0	2	0	1	0	192
115	-1	8	16	0	0	0	0	2	0	1	0	192
115	-1	10	16	0	0	0	0	2	0	1	0	192
115	-1	9	16	0	0	0	0	2	0	1	0	192
115	-1	11	16	0	0	0	0	2	0	1	0	192
115	-1	7	18	0	0	0	0	2	0	1	0	192
115	-1	8	18	0	0	0	0	2	0	1	0	192
115	-1	10	18	0	0	0	0	2	0	1	0	192
115	-1	9	18	0	0	0	0	2	0	1	0	192
115	-1	11	18	0	0	0	0	2	0	1	0	192
115	-1	7	19	0	0	0	0	2	0	1	0	192
115	-1	8	19	0	0	0	0	2	0	1	0	192
115	-1	10	19	0	0	0	0	2	0	1	0	192
115	-1	9	19	0	0	0	0	2	0	1	0	192
115	-1	11	19	0	0	0	0	2	0	1	0	192
115	-1	7	27	0	0	0	0	2	0	1	0	192
115	-1	8	27	0	0	0	0	2	0	1	0	192
115	-1	10	27	0	0	0	0	2	0	1	0	192
115	-1	9	27	0	0	0	0	2	0	1	0	192
115	-1	11	27	0	0	0	0	2	0	1	0	192
115	-1	8	37	0	0	0	0	2	0	1	0	192
115	-1	10	37	0	0	0	0	2	0	1	0	192
115	-1	9	37	0	0	0	0	2	0	1	0	192
115	-1	11	37	0	0	0	0	2	0	1	0	192
115	-1	7	61	0	0	0	0	2	0	1	0	192
115	-1	8	61	0	0	0	0	2	0	1	0	192
115	-1	9	61	0	0	0	0	2	0	1	0	192
115	-1	11	61	0	0	0	0	2	0	1	0	192
115	-1	7	95	0	0	0	0	2	0	1	0	192
115	-1	8	95	0	0	0	0	2	0	1	0	192
115	-1	10	95	0	0	0	0	2	0	1	0	192
115	-1	9	95	0	0	0	0	2	0	1	0	192
115	-1	11	95	0	0	0	0	2	0	1	0	192
115	-1	7	94	0	0	0	0	2	0	1	0	192
115	-1	8	94	0	0	0	0	2	0	1	0	192
115	-1	10	94	0	0	0	0	2	0	1	0	192
115	-1	9	94	0	0	0	0	2	0	1	0	192
115	-1	11	94	0	0	0	0	2	0	1	0	192
//자이언트오거4												
116	-1	2	7	0	0	0	0	2	0	1	0	192
116	-1	4	16	0	0	0	0	2	0	1	0	192
116	-1	4	17	0	0	0	0	2	0	1	0	192
116	-1	0	16	0	0	0	0	2	0	1	0	192
116	-1	0	17	0	0	0	0	2	0	1	0	192
116	-1	0	18	0	0	0	0	2	0	1	0	192
116	-1	3	15	0	0	0	0	2	0	1	0	192
116	-1	3	16	0	0	0	0	2	0	1	0	192
116	-1	5	8	0	0	0	0	2	0	1	0	192
116	-1	2	11	0	0	0	0	2	0	1	0	192
116	-1	6	16	0	0	0	0	2	0	1	0	192
116	-1	6	30	0	0	0	0	2	0	1	0	192
116	-1	6	32	0	0	0	0	2	0	1	0	192
116	-1	6	15	0	0	0	0	2	0	1	0	192
116	-1	7	16	0	0	0	0	2	0	1	0	192
116	-1	8	16	0	0	0	0	2	0	1	0	192
116	-1	10	16	0	0	0	0	2	0	1	0	192
116	-1	9	16	0	0	0	0	2	0	1	0	192
116	-1	11	16	0	0	0	0	2	0	1	0	192
116	-1	7	18	0	0	0	0	2	0	1	0	192
116	-1	8	18	0	0	0	0	2	0	1	0	192
116	-1	10	18	0	0	0	0	2	0	1	0	192
116	-1	9	18	0	0	0	0	2	0	1	0	192
116	-1	11	18	0	0	0	0	2	0	1	0	192
116	-1	7	19	0	0	0	0	2	0	1	0	192
116	-1	8	19	0	0	0	0	2	0	1	0	192
116	-1	10	19	0	0	0	0	2	0	1	0	192
116	-1	9	19	0	0	0	0	2	0	1	0	192
116	-1	11	19	0	0	0	0	2	0	1	0	192
116	-1	7	27	0	0	0	0	2	0	1	0	192
116	-1	8	27	0	0	0	0	2	0	1	0	192
116	-1	10	27	0	0	0	0	2	0	1	0	192
116	-1	9	27	0	0	0	0	2	0	1	0	192
116	-1	11	27	0	0	0	0	2	0	1	0	192
116	-1	8	37	0	0	0	0	2	0	1	0	192
116	-1	10	37	0	0	0	0	2	0	1	0	192
116	-1	9	37	0	0	0	0	2	0	1	0	192
116	-1	11	37	0	0	0	0	2	0	1	0	192
116	-1	7	61	0	0	0	0	2	0	1	0	192
116	-1	8	61	0	0	0	0	2	0	1	0	192
116	-1	9	61	0	0	0	0	2	0	1	0	192
116	-1	11	61	0	0	0	0	2	0	1	0	192
116	-1	7	95	0	0	0	0	2	0	1	0	192
116	-1	8	95	0	0	0	0	2	0	1	0	192
116	-1	10	95	0	0	0	0	2	0	1	0	192
116	-1	9	95	0	0	0	0	2	0	1	0	192
116	-1	11	95	0	0	0	0	2	0	1	0	192
116	-1	7	94	0	0	0	0	2	0	1	0	192
116	-1	8	94	0	0	0	0	2	0	1	0	192
116	-1	10	94	0	0	0	0	2	0	1	0	192
116	-1	9	94	0	0	0	0	2	0	1	0	192
116	-1	11	94	0	0	0	0	2	0	1	0	192
//붉은해골기사4												
117	-1	2	7	0	0	0	0	2	0	1	0	240
117	-1	4	16	0	0	0	0	2	0	1	0	240
117	-1	4	17	0	0	0	0	2	0	1	0	240
117	-1	0	16	0	0	0	0	2	0	1	0	240
117	-1	0	17	0	0	0	0	2	0	1	0	240
117	-1	0	18	0	0	0	0	2	0	1	0	240
117	-1	3	15	0	0	0	0	2	0	1	0	240
117	-1	3	16	0	0	0	0	2	0	1	0	240
117	-1	5	8	0	0	0	0	2	0	1	0	240
117	-1	2	11	0	0	0	0	2	0	1	0	240
117	-1	6	16	0	0	0	0	2	0	1	0	240
117	-1	6	30	0	0	0	0	2	0	1	0	240
117	-1	6	32	0	0	0	0	2	0	1	0	240
117	-1	6	15	0	0	0	0	2	0	1	0	240
117	-1	7	16	0	0	0	0	2	0	1	0	240
117	-1	8	16	0	0	0	0	2	0	1	0	240
117	-1	10	16	0	0	0	0	2	0	1	0	240
117	-1	9	16	0	0	0	0	2	0	1	0	240
117	-1	11	16	0	0	0	0	2	0	1	0	240
117	-1	7	18	0	0	0	0	2	0	1	0	240
117	-1	8	18	0	0	0	0	2	0	1	0	240
117	-1	10	18	0	0	0	0	2	0	1	0	240
117	-1	9	18	0	0	0	0	2	0	1	0	240
117	-1	11	18	0	0	0	0	2	0	1	0	240
117	-1	7	19	0	0	0	0	2	0	1	0	240
117	-1	8	19	0	0	0	0	2	0	1	0	240
117	-1	10	19	0	0	0	0	2	0	1	0	240
117	-1	9	19	0	0	0	0	2	0	1	0	240
117	-1	11	19	0	0	0	0	2	0	1	0	240
117	-1	7	27	0	0	0	0	2	0	1	0	240
117	-1	8	27	0	0	0	0	2	0	1	0	240
117	-1	10	27	0	0	0	0	2	0	1	0	240
117	-1	9	27	0	0	0	0	2	0	1	0	240
117	-1	11	27	0	0	0	0	2	0	1	0	240
117	-1	8	37	0	0	0	0	2	0	1	0	240
117	-1	10	37	0	0	0	0	2	0	1	0	240
117	-1	9	37	0	0	0	0	2	0	1	0	240
117	-1	11	37	0	0	0	0	2	0	1	0	240
117	-1	7	61	0	0	0	0	2	0	1	0	240
117	-1	8	61	0	0	0	0	2	0	1	0	240
117	-1	9	61	0	0	0	0	2	0	1	0	240
117	-1	11	61	0	0	0	0	2	0	1	0	240
117	-1	7	95	0	0	0	0	2	0	1	0	240
117	-1	8	95	0	0	0	0	2	0	1	0	240
117	-1	10	95	0	0	0	0	2	0	1	0	240
117	-1	9	95	0	0	0	0	2	0	1	0	240
117	-1	11	95	0	0	0	0	2	0	1	0	240
117	-1	7	94	0	0	0	0	2	0	1	0	240
117	-1	8	94	0	0	0	0	2	0	1	0	240
117	-1	10	94	0	0	0	0	2	0	1	0	240
117	-1	9	94	0	0	0	0	2	0	1	0	240
117	-1	11	94	0	0	0	0	2	0	1	0	240
//마법해골4												
118	-1	2	7	0	0	0	0	2	0	1	0	240
118	-1	4	16	0	0	0	0	2	0	1	0	240
118	-1	4	17	0	0	0	0	2	0	1	0	240
118	-1	0	16	0	0	0	0	2	0	1	0	240
118	-1	0	17	0	0	0	0	2	0	1	0	240
118	-1	0	18	0	0	0	0	2	0	1	0	240
118	-1	3	15	0	0	0	0	2	0	1	0	240
118	-1	3	16	0	0	0	0	2	0	1	0	240
118	-1	5	8	0	0	0	0	2	0	1	0	240
118	-1	2	11	0	0	0	0	2	0	1	0	240
118	-1	6	16	0	0	0	0	2	0	1	0	240
118	-1	6	30	0	0	0	0	2	0	1	0	240
118	-1	6	32	0	0	0	0	2	0	1	0	240
118	-1	6	15	0	0	0	0	2	0	1	0	240
118	-1	7	16	0	0	0	0	2	0	1	0	240
118	-1	8	16	0	0	0	0	2	0	1	0	240
118	-1	10	16	0	0	0	0	2	0	1	0	240
118	-1	9	16	0	0	0	0	2	0	1	0	240
118	-1	11	16	0	0	0	0	2	0	1	0	240
118	-1	7	18	0	0	0	0	2	0	1	0	240
118	-1	8	18	0	0	0	0	2	0	1	0	240
118	-1	10	18	0	0	0	0	2	0	1	0	240
118	-1	9	18	0	0	0	0	2	0	1	0	240
118	-1	11	18	0	0	0	0	2	0	1	0	240
118	-1	7	19	0	0	0	0	2	0	1	0	240
118	-1	8	19	0	0	0	0	2	0	1	0	240
118	-1	10	19	0	0	0	0	2	0	1	0	240
118	-1	9	19	0	0	0	0	2	0	1	0	240
118	-1	11	19	0	0	0	0	2	0	1	0	240
118	-1	7	27	0	0	0	0	2	0	1	0	240
118	-1	8	27	0	0	0	0	2	0	1	0	240
118	-1	10	27	0	0	0	0	2	0	1	0	240
118	-1	9	27	0	0	0	0	2	0	1	0	240
118	-1	11	27	0	0	0	0	2	0	1	0	240
118	-1	8	37	0	0	0	0	2	0	1	0	240
118	-1	10	37	0	0	0	0	2	0	1	0	240
118	-1	9	37	0	0	0	0	2	0	1	0	240
118	-1	11	37	0	0	0	0	2	0	1	0	240
118	-1	7	61	0	0	0	0	2	0	1	0	240
118	-1	8	61	0	0	0	0	2	0	1	0	240
118	-1	9	61	0	0	0	0	2	0	1	0	240
118	-1	11	61	0	0	0	0	2	0	1	0	240
118	-1	7	95	0	0	0	0	2	0	1	0	240
118	-1	8	95	0	0	0	0	2	0	1	0	240
118	-1	10	95	0	0	0	0	2	0	1	0	240
118	-1	9	95	0	0	0	0	2	0	1	0	240
118	-1	11	95	0	0	0	0	2	0	1	0	240
118	-1	7	94	0	0	0	0	2	0	1	0	240
118	-1	8	94	0	0	0	0	2	0	1	0	240
118	-1	10	94	0	0	0	0	2	0	1	0	240
118	-1	9	94	0	0	0	0	2	0	1	0	240
118	-1	11	94	0	0	0	0	2	0	1	0	240
end												
