//////////////////////////////////////////////////////////////////////////////////////													
// [불카누스]	EachMonsterBag63												
// [ Start  ] 	2015-03-20												
// [ Latest ]	2015-03-20 17:26												
// [ Author ]	박혜진												
// [ Version ]	0.0.0.1												
// [ Text ]													
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트												
//////////////////////////////////////////////////////////////////////////////////////													
													
//사냥 마리 수	32400												
													
//몬스터 인덱스	몬스터 속성	아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)	아이템 명
//486	-1	12	72	0	0	0	0	0	0	0	0	1500	//스피어(트리)
//피의암살자 엑설런트													
486	-1	2	4	0	0	0	0	2	0	1	0	2	//크리스탈모닝스타
486	-1	4	13	0	0	0	0	2	0	1	0	2	//블루윙석궁
486	-1	4	14	0	0	0	0	2	0	1	0	2	//아쿠아골드석궁
486	-1	2	5	0	0	0	0	2	0	1	0	2	//크리스탈검
486	-1	0	16	0	0	0	0	2	0	1	0	2	//파괴의검
486	-1	0	33	0	0	0	0	2	0	1	0	2	//홀리스톰클로
486	-1	3	14	0	0	0	0	2	0	1	0	2	//콘모시온랜스
486	-1	3	18	0	0	0	0	2	0	1	0	2	//알라크란랜스
486	-1	5	6	0	0	0	0	2	0	1	0	2	//부활의지팡이
486	-1	5	17	0	0	0	0	2	0	1	0	2	//에이션트스틱
486	-1	5	23	0	0	0	0	2	0	1	0	2	//라글의서
486	-1	2	9	0	0	0	0	2	0	1	0	2	//마스터셉터
486	-1	2	10	0	0	0	0	2	0	1	0	2	//그레이트셉터
486	-1	6	16	0	0	0	0	2	0	1	0	2	//엘리멘탈방패
486	-1	6	21	0	0	0	0	2	0	1	0	2	//크로스실드
486	-1	6	30	0	0	0	0	2	0	1	0	2	//플루마실드
486	-1	6	15	0	0	0	0	2	0	1	0	2	//그랜드소울방패
486	-1	6	32	0	0	0	0	2	0	1	0	2	//비스실드
486	-1	8	59	0	0	0	0	2	0	1	0	2	//세크리드파이어갑옷
486	-1	7	26	0	0	0	0	2	0	1	0	2	//다크소울마스크
486	-1	8	26	0	0	0	0	2	0	1	0	2	//다크소울갑옷
486	-1	9	26	0	0	0	0	2	0	1	0	2	//다크소울바지
486	-1	7	93	0	0	0	0	2	0	1	0	2	//프린시헬멧
486	-1	8	93	0	0	0	0	2	0	1	0	2	//프린시갑옷
486	-1	9	93	0	0	0	0	2	0	1	0	2	//프린시바지
486	-1	11	93	0	0	0	0	2	0	1	0	2	//프린시부츠
486	-1	7	34	0	0	0	0	2	0	1	0	2	//애쉬크로우헬멧
486	-1	8	34	0	0	0	0	2	0	1	0	2	//애쉬크로우갑옷
486	-1	9	34	0	0	0	0	2	0	1	0	2	//애쉬크로우바지
486	-1	11	34	0	0	0	0	2	0	1	0	2	//애쉬크로우부츠
486	-1	7	35	0	0	0	0	2	0	1	0	2	//이클립스헬멧
486	-1	8	35	0	0	0	0	2	0	1	0	2	//이클립스갑옷
486	-1	9	35	0	0	0	0	2	0	1	0	2	//이클립스바지
486	-1	11	35	0	0	0	0	2	0	1	0	2	//이클립스부츠
486	-1	7	36	0	0	0	0	2	0	1	0	2	//아이리스헬멧
486	-1	8	36	0	0	0	0	2	0	1	0	2	//아이리스갑옷
486	-1	9	36	0	0	0	0	2	0	1	0	2	//아이리스바지
486	-1	11	36	0	0	0	0	2	0	1	0	2	//아이리스부츠
486	-1	7	41	0	0	0	0	2	0	1	0	2	//에이션트헬멧
486	-1	8	41	0	0	0	0	2	0	1	0	2	//에이션트갑옷
486	-1	9	41	0	0	0	0	2	0	1	0	2	//에이션트바지
486	-1	11	41	0	0	0	0	2	0	1	0	2	//에이션트부츠
486	-1	7	60	0	0	0	0	2	0	1	0	2	//스톰자하드투구
486	-1	8	60	0	0	0	0	2	0	1	0	2	//스톰자하드갑옷
486	-1	9	60	0	0	0	0	2	0	1	0	2	//스톰자하드바지
486	-1	8	15	0	0	0	0	2	0	1	0	2	//아틀란스갑옷
486	-1	10	15	0	0	0	0	2	0	1	0	2	//아틀란스장갑
486	-1	9	15	0	0	0	0	2	0	1	0	2	//아틀란스바지
486	-1	11	15	0	0	0	0	2	0	1	0	2	//아틀란스부츠
486	-1	7	18	0	0	0	0	2	0	1	0	2	//그랜드소울헬멧
486	-1	10	18	0	0	0	0	2	0	1	0	2	//그랜드소울장갑
486	-1	11	18	0	0	0	0	2	0	1	0	2	//그랜드소울부츠
486	-1	7	42	0	0	0	0	2	0	1	0	2	//데모닉헬멧
486	-1	10	42	0	0	0	0	2	0	1	0	2	//데모닉장갑
486	-1	11	42	0	0	0	0	2	0	1	0	2	//데모닉부츠
486	-1	10	19	0	0	0	0	2	0	1	0	2	//홀리스프릿장갑
486	-1	10	27	0	0	0	0	2	0	1	0	2	//다크브리즌장갑
486	-1	7	16	0	0	0	0	2	0	1	0	2	//블랙드라곤투구
486	-1	10	16	0	0	0	0	2	0	1	0	2	//블랙드라곤장갑
486	-1	11	16	0	0	0	0	2	0	1	0	2	//블랙드라곤부츠
486	-1	10	94	0	0	0	0	2	0	1	0	2	//히라트장갑
486	-1	10	95	0	0	0	0	2	0	1	0	2	//세이트장갑
486	-1	11	61	0	0	0	0	2	0	1	0	2	//피어싱그로브부츠
//불타는용암거인 111													130
489	-1	4	19	0	0	0	2	2	0	0	0	3733	//그레이트레인석궁
489	-1	4	22	0	0	0	2	2	0	0	0	3733	//알바트로스보우
489	-1	0	31	0	0	0	2	2	0	0	0	3733	//데스브로드
489	-1	0	17	0	0	0	2	2	0	0	0	3733	//다크브레이커
489	-1	0	18	0	0	0	2	2	0	0	0	3733	//선더블레이드
489	-1	0	34	0	0	0	2	2	0	0	0	3733	//피어싱블레이드글러브
489	-1	5	9	0	0	0	2	2	0	0	0	3733	//드래곤소울지팡이
489	-1	5	13	0	0	0	2	2	0	0	0	3733	//플라티나윙스태프
489	-1	5	18	0	0	0	2	2	0	0	0	3733	//데모닉스틱
489	-1	2	11	0	0	0	2	2	0	0	0	3733	//로드셉터
489	-1	2	15	0	0	0	2	2	0	0	0	3733	//샤이닝셉터
489	-1	8	27	0	0	0	0	2	0	0	0	3733	//다크브리즌갑옷
489	-1	8	94	0	0	0	0	2	0	0	0	3733	//히라트갑옷
489	-1	9	94	0	0	0	0	2	0	0	0	3733	//히라트바지
489	-1	8	95	0	0	0	0	2	0	0	0	3733	//세이트갑옷
489	-1	9	95	0	0	0	0	2	0	0	0	3733	//세이트바지
489	-1	8	61	0	0	0	0	2	0	0	0	3733	//피어싱그로브갑옷
489	-1	9	61	0	0	0	0	2	0	0	0	3733	//피어싱그로브바지
489	-1	7	24	0	0	0	0	2	0	0	0	3733	//레드스프릿헬멧
489	-1	8	24	0	0	0	0	2	0	0	0	3733	//레드스프릿갑옷
489	-1	9	24	0	0	0	0	2	0	0	0	3733	//레드스프릿바지
489	-1	8	17	0	0	0	0	2	0	0	0	3733	//다크피닉스갑옷
489	-1	9	17	0	0	0	0	2	0	0	0	3733	//다크피닉스바지
489	-1	11	17	0	0	0	0	2	0	0	0	3733	//다크피닉스부츠
489	-1	7	22	0	0	0	0	2	0	0	0	3733	//블랙소울헬멧
489	-1	11	22	0	0	0	0	2	0	0	0	3733	//블랙소울부츠
489	-1	8	20	0	0	0	0	2	0	0	0	3733	//선더호크갑옷
489	-1	9	20	0	0	0	0	2	0	0	0	3733	//선더호크바지
489	-1	7	28	0	0	0	0	2	0	0	0	3733	//다크마스터마스크
489	-1	9	28	0	0	0	0	2	0	0	0	3733	//다크마스터바지
489	-1	11	28	0	0	0	0	2	0	0	0	3733	//다크마스터부츠
489	-1	8	37	0	0	0	0	2	0	0	0	3733	//발리언트갑옷
489	-1	9	37	0	0	0	0	2	0	0	0	3733	//발리언트바지
489	-1	11	37	0	0	0	0	2	0	0	0	3733	//발리언트부츠
489	-1	7	38	0	0	0	0	2	0	0	0	3733	//글로리어스마스크
489	-1	8	38	0	0	0	0	2	0	0	0	3733	//글로리어스갑옷
489	-1	9	38	0	0	0	0	2	0	0	0	3733	//글로리어스바지
489	-1	11	38	0	0	0	0	2	0	0	0	3733	//글로리어스부츠
489	-1	7	21	0	0	0	0	2	0	0	0	3733	//그레이트드라곤투구
489	-1	10	21	0	0	0	0	2	0	0	0	3733	//그레이트드라곤장갑
489	-1	11	21	0	0	0	0	2	0	0	0	3733	//그레이트드라곤부츠
489	-1	10	23	0	0	0	0	2	0	0	0	3733	//아스릴장갑
489	-1	11	23	0	0	0	0	2	0	0	0	3733	//아스릴부츠
//489	-1	12	72	0	0	0	0	0	0	0	0	1500	//스피어(트리)
//불타는용암거인 엑설런트													
489	-1	4	13	0	0	0	0	2	0	1	0	2	//블루윙석궁
489	-1	4	14	0	0	0	0	2	0	1	0	2	//아쿠아골드석궁
489	-1	4	16	0	0	0	0	2	0	1	0	2	//세인트크로스석궁
489	-1	2	5	0	0	0	0	2	0	1	0	2	//크리스탈검
489	-1	0	16	0	0	0	0	2	0	1	0	2	//파괴의검
489	-1	0	33	0	0	0	0	2	0	1	0	2	//홀리스톰클로
489	-1	3	15	0	0	0	0	2	0	1	0	2	//플루마랜스
489	-1	5	6	0	0	0	0	2	0	1	0	2	//부활의지팡이
489	-1	5	17	0	0	0	0	2	0	1	0	2	//에이션트스틱
489	-1	2	9	0	0	0	0	2	0	1	0	2	//마스터셉터
489	-1	2	10	0	0	0	0	2	0	1	0	2	//그레이트셉터
489	-1	6	21	0	0	0	0	2	0	1	0	2	//크로스실드
489	-1	6	30	0	0	0	0	2	0	1	0	2	//플루마실드
489	-1	6	15	0	0	0	0	2	0	1	0	2	//그랜드소울방패
489	-1	6	32	0	0	0	0	2	0	1	0	2	//비스실드
489	-1	8	26	0	0	0	0	2	0	1	0	2	//다크소울갑옷
489	-1	9	26	0	0	0	0	2	0	1	0	2	//다크소울바지
489	-1	7	93	0	0	0	0	2	0	1	0	2	//프린시헬멧
489	-1	8	93	0	0	0	0	2	0	1	0	2	//프린시갑옷
489	-1	9	93	0	0	0	0	2	0	1	0	2	//프린시바지
489	-1	8	34	0	0	0	0	2	0	1	0	2	//애쉬크로우갑옷
489	-1	9	34	0	0	0	0	2	0	1	0	2	//애쉬크로우바지
489	-1	11	34	0	0	0	0	2	0	1	0	2	//애쉬크로우부츠
489	-1	8	35	0	0	0	0	2	0	1	0	2	//이클립스갑옷
489	-1	9	35	0	0	0	0	2	0	1	0	2	//이클립스바지
489	-1	11	35	0	0	0	0	2	0	1	0	2	//이클립스부츠
489	-1	8	36	0	0	0	0	2	0	1	0	2	//아이리스갑옷
489	-1	9	36	0	0	0	0	2	0	1	0	2	//아이리스바지
489	-1	11	36	0	0	0	0	2	0	1	0	2	//아이리스부츠
489	-1	7	41	0	0	0	0	2	0	1	0	2	//에이션트헬멧
489	-1	8	41	0	0	0	0	2	0	1	0	2	//에이션트갑옷
489	-1	9	41	0	0	0	0	2	0	1	0	2	//에이션트바지
489	-1	7	60	0	0	0	0	2	0	1	0	2	//스톰자하드투구
489	-1	8	60	0	0	0	0	2	0	1	0	2	//스톰자하드갑옷
489	-1	9	60	0	0	0	0	2	0	1	0	2	//스톰자하드바지
489	-1	8	15	0	0	0	0	2	0	1	0	2	//아틀란스갑옷
489	-1	10	15	0	0	0	0	2	0	1	0	2	//아틀란스장갑
489	-1	9	15	0	0	0	0	2	0	1	0	2	//아틀란스바지
489	-1	11	15	0	0	0	0	2	0	1	0	2	//아틀란스부츠
489	-1	7	18	0	0	0	0	2	0	1	0	2	//그랜드소울헬멧
489	-1	10	18	0	0	0	0	2	0	1	0	2	//그랜드소울장갑
489	-1	9	18	0	0	0	0	2	0	1	0	2	//그랜드소울바지
489	-1	11	18	0	0	0	0	2	0	1	0	2	//그랜드소울부츠
489	-1	7	42	0	0	0	0	2	0	1	0	2	//데모닉헬멧
489	-1	10	42	0	0	0	0	2	0	1	0	2	//데모닉장갑
489	-1	9	42	0	0	0	0	2	0	1	0	2	//데모닉바지
489	-1	11	42	0	0	0	0	2	0	1	0	2	//데모닉부츠
489	-1	7	19	0	0	0	0	2	0	1	0	2	//홀리스프릿헬멧
489	-1	10	19	0	0	0	0	2	0	1	0	2	//홀리스프릿장갑
489	-1	7	27	0	0	0	0	2	0	1	0	2	//다크브리즌마스크
489	-1	10	27	0	0	0	0	2	0	1	0	2	//다크브리즌장갑
489	-1	11	27	0	0	0	0	2	0	1	0	2	//다크브리즌부츠
489	-1	7	16	0	0	0	0	2	0	1	0	2	//블랙드라곤투구
489	-1	10	16	0	0	0	0	2	0	1	0	2	//블랙드라곤장갑
489	-1	9	16	0	0	0	0	2	0	1	0	2	//블랙드라곤바지
489	-1	11	16	0	0	0	0	2	0	1	0	2	//블랙드라곤부츠
489	-1	10	94	0	0	0	0	2	0	1	0	2	//히라트장갑
489	-1	11	94	0	0	0	0	2	0	1	0	2	//히라트부츠
489	-1	10	95	0	0	0	0	2	0	1	0	2	//세이트장갑
489	-1	11	95	0	0	0	0	2	0	1	0	2	//세이트부츠
489	-1	11	61	0	0	0	0	2	0	1	0	2	//피어싱그로브부츠
489	-1	10	17	0	0	0	0	2	0	1	0	2	//다크피닉스장갑
489	-1	10	24	0	0	0	0	2	0	1	0	2	//레드스피릿장갑
//좀비투사 90		130											
480	-1	4	14	0	0	0	2	2	0	0	0	1478	//아쿠아골드석궁
480	-1	4	16	0	0	0	2	2	0	0	0	1478	//세인트크로스석궁
480	-1	2	5	0	0	0	2	2	0	0	0	1478	//크리스탈검
480	-1	0	16	0	0	0	2	2	0	0	0	1478	//파괴의검
480	-1	0	33	0	0	0	2	2	0	0	0	1478	//홀리스톰클로
480	-1	3	15	0	0	0	2	2	0	0	0	1478	//플루마랜스
480	-1	3	16	0	0	0	2	2	0	0	0	1478	//비스랜스
480	-1	5	8	0	0	0	2	2	0	0	0	1478	//파멸의지팡이
480	-1	5	17	0	0	0	2	2	0	0	0	1478	//에이션트스틱
480	-1	2	9	0	0	0	2	2	0	0	0	1478	//마스터셉터
480	-1	2	10	0	0	0	2	2	0	0	0	1478	//그레이트셉터
480	-1	2	7	0	0	0	2	2	0	0	0	1478	//엘리멘탈메이스
480	-1	6	15	0	0	0	2	2	0	0	0	1478	//그랜드소울방패
480	-1	6	32	0	0	0	2	2	0	0	0	1478	//비스실드
480	-1	8	26	0	0	0	0	2	0	0	0	1478	//다크소울갑옷
480	-1	8	93	0	0	0	0	2	0	0	0	1478	//프린시갑옷
480	-1	9	93	0	0	0	0	2	0	0	0	1478	//프린시바지
480	-1	8	34	0	0	0	0	2	0	0	0	1478	//애쉬크로우갑옷
480	-1	8	35	0	0	0	0	2	0	0	0	1478	//이클립스갑옷
480	-1	8	36	0	0	0	0	2	0	0	0	1478	//아이리스갑옷
480	-1	8	41	0	0	0	0	2	0	0	0	1478	//에이션트갑옷
480	-1	9	41	0	0	0	0	2	0	0	0	1478	//에이션트바지
480	-1	8	60	0	0	0	0	2	0	0	0	1478	//스톰자하드갑옷
480	-1	9	60	0	0	0	0	2	0	0	0	1478	//스톰자하드바지
480	-1	8	15	0	0	0	0	2	0	0	0	1478	//아틀란스갑옷
480	-1	9	15	0	0	0	0	2	0	0	0	1478	//아틀란스바지
480	-1	11	15	0	0	0	0	2	0	0	0	1478	//아틀란스부츠
480	-1	7	18	0	0	0	0	2	0	0	0	1478	//그랜드소울헬멧
480	-1	9	18	0	0	0	0	2	0	0	0	1478	//그랜드소울바지
480	-1	11	18	0	0	0	0	2	0	0	0	1478	//그랜드소울부츠
480	-1	7	42	0	0	0	0	2	0	0	0	1478	//데모닉헬멧
480	-1	9	42	0	0	0	0	2	0	0	0	1478	//데모닉바지
480	-1	11	42	0	0	0	0	2	0	0	0	1478	//데모닉부츠
480	-1	7	19	0	0	0	0	2	0	0	0	1478	//홀리스프릿헬멧
480	-1	10	19	0	0	0	0	2	0	0	0	1478	//홀리스프릿장갑
480	-1	9	19	0	0	0	0	2	0	0	0	1478	//홀리스프릿바지
480	-1	11	19	0	0	0	0	2	0	0	0	1478	//홀리스프릿부츠
480	-1	7	27	0	0	0	0	2	0	0	0	1478	//다크브리즌마스크
480	-1	10	27	0	0	0	0	2	0	0	0	1478	//다크브리즌장갑
480	-1	11	27	0	0	0	0	2	0	0	0	1478	//다크브리즌부츠
480	-1	7	16	0	0	0	0	2	0	0	0	1478	//블랙드라곤투구
480	-1	8	16	0	0	0	0	2	0	0	0	1478	//블랙드라곤갑옷
480	-1	10	16	0	0	0	0	2	0	0	0	1478	//블랙드라곤장갑
480	-1	9	16	0	0	0	0	2	0	0	0	1478	//블랙드라곤바지
480	-1	11	16	0	0	0	0	2	0	0	0	1478	//블랙드라곤부츠
480	-1	10	94	0	0	0	0	2	0	0	0	1478	//히라트장갑
480	-1	11	94	0	0	0	0	2	0	0	0	1478	//히라트부츠
480	-1	10	95	0	0	0	0	2	0	0	0	1478	//세이트장갑
480	-1	11	95	0	0	0	0	2	0	0	0	1478	//세이트부츠
480	-1	7	61	0	0	0	0	2	0	0	0	1478	//피어싱그로브투구
480	-1	11	61	0	0	0	0	2	0	0	0	1478	//피어싱그로브부츠
480	-1	10	24	0	0	0	0	2	0	0	0	1478	//레드스피릿장갑
480	-1	11	24	0	0	0	0	2	0	0	0	1478	//레드스피릿부츠
480	-1	10	17	0	0	0	0	2	0	0	0	1478	//다크피닉스장갑
480	-1	10	22	0	0	0	0	2	0	0	0	1478	//블랙소울장갑
480	-1	10	20	0	0	0	0	2	0	0	0	1478	//선더호크장갑
480	-1	10	28	0	0	0	0	2	0	0	0	1478	//다크마스터장갑
//480	-1	12	72	0	0	0	0	0	0	0	0	1500	//스피어(트리)
//좀비투사 엑설런트													
480	-1	1	8	0	0	0	0	2	0	1	0	2	//반월도끼
480	-1	4	12	0	0	0	0	2	0	1	0	2	//서펜트석궁
480	-1	4	5	0	0	0	0	2	0	1	0	2	//실버보우
480	-1	0	13	0	0	0	0	2	0	1	0	2	//더블블레이드
480	-1	0	15	0	0	0	0	2	0	1	0	2	//거대한검
480	-1	0	32	0	0	0	0	2	0	1	0	2	//세크리드글러브
480	-1	0	12	0	0	0	0	2	0	1	0	2	//태양검
480	-1	0	14	0	0	0	0	2	0	1	0	2	//번개검
480	-1	3	9	0	0	0	0	2	0	1	0	2	//발록의낫
480	-1	3	8	0	0	0	0	2	0	1	0	2	//그레이트사이드
480	-1	3	14	0	0	0	0	2	0	1	0	2	//콘모시온랜스
480	-1	5	4	0	0	0	0	2	0	1	0	2	//고르곤지팡이
480	-1	5	5	0	0	0	0	2	0	1	0	2	//전설의지팡이
480	-1	5	16	0	0	0	0	2	0	1	0	2	//레드윙스틱
480	-1	5	21	0	0	0	0	2	0	1	0	2	//사아무트의서
480	-1	5	22	0	0	0	0	2	0	1	0	2	//닐의서
480	-1	5	23	0	0	0	0	2	0	1	0	2	//라글의서
480	-1	2	8	0	0	0	0	2	0	1	0	2	//배틀셉터
480	-1	6	14	0	0	0	0	2	0	1	0	2	//전설의방패
480	-1	6	12	0	0	0	0	2	0	1	0	2	//브론즈방패
480	-1	6	13	0	0	0	0	2	0	1	0	2	//드라곤방패
480	-1	7	92	0	0	0	0	2	0	1	0	2	//그루힐헬멧
480	-1	8	92	0	0	0	0	2	0	1	0	2	//그루힐갑옷
480	-1	9	92	0	0	0	0	2	0	1	0	2	//그루힐바지
480	-1	8	9	0	0	0	0	2	0	1	0	2	//철판갑옷
480	-1	8	25	0	0	0	0	2	0	1	0	2	//라운드갑옷
480	-1	9	25	0	0	0	0	2	0	1	0	2	//라운드바지
480	-1	7	3	0	0	0	0	2	0	1	0	2	//전설의헬멧
480	-1	8	3	0	0	0	0	2	0	1	0	2	//전설의갑옷
480	-1	9	3	0	0	0	0	2	0	1	0	2	//전설의바지
480	-1	7	40	0	0	0	0	2	0	1	0	2	//레드윙헬멧
480	-1	8	40	0	0	0	0	2	0	1	0	2	//레드윙갑옷
480	-1	9	40	0	0	0	0	2	0	1	0	2	//레드윙바지
480	-1	7	59	0	0	0	0	2	0	1	0	2	//세크리드파이어투구
480	-1	9	59	0	0	0	0	2	0	1	0	2	//세크리드파이어바지
480	-1	11	59	0	0	0	0	2	0	1	0	2	//세크리드파이어부츠
480	-1	7	14	0	0	0	0	2	0	1	0	2	//수호헬멧
480	-1	8	14	0	0	0	0	2	0	1	0	2	//수호갑옷
480	-1	10	14	0	0	0	0	2	0	1	0	2	//수호장갑
480	-1	9	14	0	0	0	0	2	0	1	0	2	//수호바지
480	-1	11	14	0	0	0	0	2	0	1	0	2	//수호부츠
480	-1	7	1	0	0	0	0	2	0	1	0	2	//드라곤투구
480	-1	8	1	0	0	0	0	2	0	1	0	2	//드라곤갑옷
480	-1	10	1	0	0	0	0	2	0	1	0	2	//드라곤장갑
480	-1	9	1	0	0	0	0	2	0	1	0	2	//드라곤바지
480	-1	11	1	0	0	0	0	2	0	1	0	2	//드라곤부츠
480	-1	10	26	0	0	0	0	2	0	1	0	2	//다크소울장갑
480	-1	11	26	0	0	0	0	2	0	1	0	2	//다크소울부츠
480	-1	10	93	0	0	0	0	2	0	1	0	2	//프린시장갑
480	-1	11	93	0	0	0	0	2	0	1	0	2	//프린시부츠
480	-1	10	34	0	0	0	0	2	0	1	0	2	//애쉬크로우장갑
480	-1	10	35	0	0	0	0	2	0	1	0	2	//이클립스장갑
480	-1	10	36	0	0	0	0	2	0	1	0	2	//아이리스장갑
480	-1	10	41	0	0	0	0	2	0	1	0	2	//에이션트장갑
480	-1	11	41	0	0	0	0	2	0	1	0	2	//에이션트부츠
480	-1	11	60	0	0	0	0	2	0	1	0	2	//스톰자하드부츠
//좀비투사 120													130
481	-1	4	22	0	0	0	2	2	0	0	0	8446	//알바트로스보우
481	-1	0	17	0	0	0	2	2	0	0	0	8446	//다크브레이커
481	-1	0	18	0	0	0	2	2	0	0	0	8446	//선더블레이드
481	-1	0	24	0	0	0	2	2	0	0	0	8446	//데이브레이크
481	-1	0	25	0	0	0	2	2	0	0	0	8446	//소드댄서
481	-1	0	34	0	0	0	2	2	0	0	0	8446	//피어싱블레이드글러브
481	-1	5	13	0	0	0	2	2	0	0	0	8446	//플라티나윙스태프
481	-1	2	15	0	0	0	2	2	0	0	0	8446	//샤이닝셉터
481	-1	8	38	0	0	0	0	2	0	0	0	8446	//글로리어스갑옷
481	-1	7	21	0	0	0	0	2	0	0	0	8446	//그레이트드라곤투구
481	-1	9	21	0	0	0	0	2	0	0	0	8446	//그레이트드라곤바지
481	-1	8	37	0	0	0	0	2	0	0	0	8446	//발리언트갑옷
481	-1	8	20	0	0	0	0	2	0	0	0	8446	//선더호크갑옷
481	-1	8	24	0	0	0	0	2	0	0	0	8446	//레드스피릿갑옷
481	-1	10	23	0	0	0	0	2	0	0	0	8446	//아스릴장갑
481	-1	11	23	0	0	0	0	2	0	0	0	8446	//아스릴부츠
481	-1	7	28	0	0	0	0	2	0	0	0	8446	//다크마스터마스크
481	-1	8	28	0	0	0	0	2	0	0	0	8446	//다크마스터갑옷
481	-1	9	28	0	0	0	0	2	0	0	0	8446	//다크마스터바지
