//////////////////////////////////////////////////////////////////////////////////////												
// [其府酒]	EachMonsterBag112											
// [ Start  ] 	2015-09-25											
// [ Latest ]	2015-09-25 14:46											
// [ Author ]	荤犁老											
// [ Version ]	0.0.0.1											
// [ Text ]	其府酒 靛而 酒捞袍 汲沥											
// [ Desc ]	甘俊 免泅窍绰 阁胶磐 喊肺 靛酚窍绰 酒捞袍 府胶飘甫 累己窍绰 胶农赋飘											
//////////////////////////////////////////////////////////////////////////////////////												
//												
//荤成 付府 荐	32400											
//												
//阁胶磐 牢郸胶	阁胶磐 加己	酒捞袍 鸥涝	酒捞袍 牢郸胶	弥家饭骇	弥措饭骇	俺荐	胶懦	青款	眠啊可记	竣汲繁飘 	加己 酒捞袍	犬伏 (1/1000000)
//730		其府酒 唱捞飘(闭屈)										
731	-1	12	217	0	0	0	0	0	0	0	1	100
731	-1	12	205	0	0	0	0	0	0	0	1	100
731	-1	12	207	0	0	0	0	0	0	0	1	100
731	-1	12	144	0	0	0	0	0	0	0	1	1200
//唱福胶 郡府膏呕 厚胶飘 竣汲繁飘												
731	-1	2	7	0	0	0	0	2	0	1	0	1
731	-1	4	16	0	0	0	0	2	0	1	0	1
731	-1	4	17	0	0	0	0	2	0	1	0	1
731	-1	0	16	0	0	0	0	2	0	1	0	1
731	-1	0	33	0	0	0	0	2	0	1	0	1
731	-1	3	15	0	0	0	0	2	0	1	0	1
731	-1	3	16	0	0	0	0	2	0	1	0	1
731	-1	3	10	0	0	0	0	2	0	1	0	1
731	-1	5	8	0	0	0	0	2	0	1	0	1
731	-1	5	17	0	0	0	0	2	0	1	0	1
731	-1	2	10	0	0	0	0	2	0	1	0	1
731	-1	6	32	0	0	0	0	2	0	1	0	1
731	-1	8	26	0	0	0	0	2	0	1	0	1
731	-1	8	93	0	0	0	0	2	0	1	0	1
731	-1	8	34	0	0	0	0	2	0	1	0	1
731	-1	8	35	0	0	0	0	2	0	1	0	1
731	-1	8	36	0	0	0	0	2	0	1	0	1
731	-1	8	41	0	0	0	0	2	0	1	0	1
731	-1	8	60	0	0	0	0	2	0	1	0	1
731	-1	9	60	0	0	0	0	2	0	1	0	1
731	-1	8	15	0	0	0	0	2	0	1	0	1
731	-1	7	18	0	0	0	0	2	0	1	0	1
731	-1	8	18	0	0	0	0	2	0	1	0	1
731	-1	9	18	0	0	0	0	2	0	1	0	1
731	-1	11	18	0	0	0	0	2	0	1	0	1
731	-1	7	42	0	0	0	0	2	0	1	0	1
731	-1	8	42	0	0	0	0	2	0	1	0	1
731	-1	9	42	0	0	0	0	2	0	1	0	1
731	-1	11	42	0	0	0	0	2	0	1	0	1
731	-1	7	19	0	0	0	0	2	0	1	0	1
731	-1	8	19	0	0	0	0	2	0	1	0	1
731	-1	9	19	0	0	0	0	2	0	1	0	1
731	-1	7	27	0	0	0	0	2	0	1	0	1
731	-1	10	27	0	0	0	0	2	0	1	0	1
731	-1	9	27	0	0	0	0	2	0	1	0	1
731	-1	11	27	0	0	0	0	2	0	1	0	1
731	-1	7	16	0	0	0	0	2	0	1	0	1
731	-1	8	16	0	0	0	0	2	0	1	0	1
731	-1	10	16	0	0	0	0	2	0	1	0	1
731	-1	9	16	0	0	0	0	2	0	1	0	1
731	-1	11	16	0	0	0	0	2	0	1	0	1
731	-1	7	94	0	0	0	0	2	0	1	0	1
731	-1	10	94	0	0	0	0	2	0	1	0	1
731	-1	11	94	0	0	0	0	2	0	1	0	1
731	-1	7	95	0	0	0	0	2	0	1	0	1
731	-1	10	95	0	0	0	0	2	0	1	0	1
731	-1	11	95	0	0	0	0	2	0	1	0	1
731	-1	7	61	0	0	0	0	2	0	1	0	1
731	-1	11	61	0	0	0	0	2	0	1	0	1
731	-1	7	17	0	0	0	0	2	0	1	0	1
731	-1	10	17	0	0	0	0	2	0	1	0	1
731	-1	11	17	0	0	0	0	2	0	1	0	1
731	-1	10	22	0	0	0	0	2	0	1	0	1
731	-1	10	20	0	0	0	0	2	0	1	0	1
731	-1	11	20	0	0	0	0	2	0	1	0	1
731	-1	10	28	0	0	0	0	2	0	1	0	1
731	-1	10	37	0	0	0	0	2	0	1	0	1
731	-1	10	38	0	0	0	0	2	0	1	0	1
731	-1	7	24	0	0	0	0	2	0	1	0	1
731	-1	10	24	0	0	0	0	2	0	1	0	1
731	-1	11	24	0	0	0	0	2	0	1	0	1
//		何明										
//		促农浚俩何明 (公可记)										
731	-1	11	138	0	0	0	0	0	0	1	0	1
731	-1	11	139	0	0	0	0	0	0	1	0	1
731	-1	11	140	0	0	0	0	0	0	1	0	1
731	-1	11	141	0	0	0	0	0	0	1	0	1
731	-1	11	142	0	0	0	0	0	0	1	0	1
731	-1	11	143	0	0	0	0	0	0	1	0	1
731	-1	11	144	0	0	0	0	0	0	1	0	1
731	-1	11	145	0	0	0	0	0	0	1	0	1
//		促农浚俩何明 (可记)										
731	-1	11	138	0	0	0	0	0	1	1	0	1
731	-1	11	139	0	0	0	0	0	1	1	0	1
731	-1	11	140	0	0	0	0	0	1	1	0	1
731	-1	11	141	0	0	0	0	0	1	1	0	1
731	-1	11	142	0	0	0	0	0	1	1	0	1
731	-1	11	143	0	0	0	0	0	1	1	0	1
731	-1	11	144	0	0	0	0	0	1	1	0	1
731	-1	11	145	0	0	0	0	0	1	1	0	1
//		促农浚俩何明 (公可记/青款)										
731	-1	11	138	0	0	0	0	1	0	1	0	1
731	-1	11	139	0	0	0	0	1	0	1	0	1
731	-1	11	140	0	0	0	0	1	0	1	0	1
731	-1	11	141	0	0	0	0	1	0	1	0	1
731	-1	11	142	0	0	0	0	1	0	1	0	1
731	-1	11	143	0	0	0	0	1	0	1	0	1
731	-1	11	144	0	0	0	0	1	0	1	0	1
731	-1	11	145	0	0	0	0	1	0	1	0	1
//		促农浚俩何明 (可记/青款)										
731	-1	11	138	0	0	0	0	1	1	1	0	1
731	-1	11	139	0	0	0	0	1	1	1	0	1
731	-1	11	140	0	0	0	0	1	1	1	0	1
731	-1	11	141	0	0	0	0	1	1	1	0	1
731	-1	11	142	0	0	0	0	1	1	1	0	1
731	-1	11	143	0	0	0	0	1	1	1	0	1
731	-1	11	144	0	0	0	0	1	1	1	0	1
731	-1	11	145	0	0	0	0	1	1	1	0	1
//		厘癌										
//		促农浚俩厘癌 (公可记)										
731	-1	10	138	0	0	0	0	0	0	1	0	1
731	-1	10	139	0	0	0	0	0	0	1	0	1
731	-1	10	140	0	0	0	0	0	0	1	0	1
731	-1	10	141	0	0	0	0	0	0	1	0	1
731	-1	10	142	0	0	0	0	0	0	1	0	1
731	-1	10	143	0	0	0	0	0	0	1	0	1
//731	-1	10	144	0	0	0	0	0	0	1	0	1
731	-1	10	145	0	0	0	0	0	0	1	0	1
//		促农浚俩厘癌 (可记)										
731	-1	10	138	0	0	0	0	0	1	1	0	1
731	-1	10	139	0	0	0	0	0	1	1	0	1
731	-1	10	140	0	0	0	0	0	1	1	0	1
731	-1	10	141	0	0	0	0	0	1	1	0	1
731	-1	10	142	0	0	0	0	0	1	1	0	1
731	-1	10	143	0	0	0	0	0	1	1	0	1
//731	-1	10	144	0	0	0	0	0	1	1	0	1
731	-1	10	145	0	0	0	0	0	1	1	0	1
//		促农浚俩厘癌 (公可记/青款)										
731	-1	10	138	0	0	0	0	1	0	1	0	1
731	-1	10	139	0	0	0	0	1	0	1	0	1
731	-1	10	140	0	0	0	0	1	0	1	0	1
731	-1	10	141	0	0	0	0	1	0	1	0	1
731	-1	10	142	0	0	0	0	1	0	1	0	1
731	-1	10	143	0	0	0	0	1	0	1	0	1
//731	-1	10	144	0	0	0	0	1	0	1	0	1
731	-1	10	145	0	0	0	0	1	0	1	0	1
//		促农浚俩厘癌 (可记/青款)										
731	-1	10	138	0	0	0	0	1	1	1	0	1
731	-1	10	139	0	0	0	0	1	1	1	0	1
731	-1	10	140	0	0	0	0	1	1	1	0	1
731	-1	10	141	0	0	0	0	1	1	1	0	1
731	-1	10	142	0	0	0	0	1	1	1	0	1
731	-1	10	143	0	0	0	0	1	1	1	0	1
//731	-1	10	144	0	0	0	0	1	1	1	0	1
731	-1	10	145	0	0	0	0	1	1	1	0	1
//		捧备										
//		促农浚俩捧备 (公可记)										
731	-1	7	138	0	0	0	0	0	0	1	0	1
731	-1	7	139	0	0	0	0	0	0	1	0	1
731	-1	7	140	0	0	0	0	0	0	1	0	1
731	-1	7	141	0	0	0	0	0	0	1	0	1
//731	-1	7	142	0	0	0	0	0	0	1	0	1
731	-1	7	143	0	0	0	0	0	0	1	0	1
731	-1	7	144	0	0	0	0	0	0	1	0	1
731	-1	7	145	0	0	0	0	0	0	1	0	1
//		促农浚俩捧备 (可记)										
731	-1	7	138	0	0	0	0	0	1	1	0	1
731	-1	7	139	0	0	0	0	0	1	1	0	1
731	-1	7	140	0	0	0	0	0	1	1	0	1
731	-1	7	141	0	0	0	0	0	1	1	0	1
//731	-1	7	142	0	0	0	0	0	1	1	0	1
731	-1	7	143	0	0	0	0	0	1	1	0	1
731	-1	7	144	0	0	0	0	0	1	1	0	1
731	-1	7	145	0	0	0	0	0	1	1	0	1
//		促农浚俩捧备 (公可记/青款)										
731	-1	7	138	0	0	0	0	1	0	1	0	1
731	-1	7	139	0	0	0	0	1	0	1	0	1
731	-1	7	140	0	0	0	0	1	0	1	0	1
731	-1	7	141	0	0	0	0	1	0	1	0	1
//731	-1	7	142	0	0	0	0	1	0	1	0	1
731	-1	7	143	0	0	0	0	1	0	1	0	1
731	-1	7	144	0	0	0	0	1	0	1	0	1
731	-1	7	145	0	0	0	0	1	0	1	0	1
//		促农浚俩捧备 (可记/青款)										
731	-1	7	138	0	0	0	0	1	1	1	0	1
731	-1	7	139	0	0	0	0	1	1	1	0	1
731	-1	7	140	0	0	0	0	1	1	1	0	1
731	-1	7	141	0	0	0	0	1	1	1	0	1
//731	-1	7	142	0	0	0	0	1	1	1	0	1
731	-1	7	143	0	0	0	0	1	1	1	0	1
731	-1	7	144	0	0	0	0	1	1	1	0	1
731	-1	7	145	0	0	0	0	1	1	1	0	1
//		官瘤										
//		促农浚俩官瘤 (公可记)										
731	-1	9	138	0	0	0	0	0	0	1	0	1
731	-1	9	139	0	0	0	0	0	0	1	0	1
731	-1	9	140	0	0	0	0	0	0	1	0	1
731	-1	9	141	0	0	0	0	0	0	1	0	1
